point count
1|100|1|100|1|34|1|100|3| 1
1|100|1|100|1|34|20|100|3| 2
1|100|1|100|1|34|40|100|3| 1
1|100|1|100|1|50|17|1|2| 2
1|100|1|100|1|50|34|1|2| 1
1|100|1|75|1|100|100|1|3| 2
1|100|1|75|1|100|20|1|3| 1
1|10|100|100|93|7|20|1|16| 1
1|10|100|45|72|25|29|1|16| 1
1|11|100|100|100|7|1|1|15| 2
1|11|100|24|77|78|1|1|15| 1
1|11|100|25|93|61|1|1|15| 1
1|11|100|27|54|88|7|1|15| 1
1|11|100|29|84|50|43|1|14| 1
1|11|100|29|92|50|1|1|14| 1
1|11|100|30|59|75|1|17|14| 1
1|11|100|30|67|75|55|1|14| 1
1|11|100|32|85|34|15|1|15| 1
1|11|100|34|54|56|1|1|15| 3
1|11|100|39|84|25|1|1|14| 1
1|11|100|39|93|24|1|1|15| 2
1|11|100|47|67|31|29|1|14| 1
1|11|100|47|84|84|43|1|14| 1
1|11|100|59|59|67|16|1|14| 1
1|11|100|70|59|81|16|67|14| 1
1|11|100|84|70|50|1|91|15| 1
1|11|93|52|65|7|1|1|30| 1
1|12|100|100|100|8|1|1|13| 1
1|12|100|100|100|8|67|1|13| 1
1|12|100|100|64|8|1|1|13| 2
1|12|100|100|91|8|1|1|13| 1
1|12|100|100|91|8|20|1|13| 1
1|12|100|33|73|41|23|1|13| 1
1|12|100|33|91|41|1|1|13| 1
1|12|100|44|37|84|10|1|13| 1
1|12|100|55|46|67|14|1|13| 1
1|12|100|55|91|17|1|1|13| 1
1|12|100|55|91|17|40|1|13| 1
1|12|100|93|37|29|5|19|13| 1
1|13|100|100|100|10|1|1|11| 1
1|13|100|100|100|9|1|1|12| 5
1|13|100|100|100|9|34|1|12| 3
1|13|100|100|56|10|1|1|11| 2
1|13|100|100|81|34|1|1|12| 1
1|13|100|100|90|9|20|1|12| 2
1|13|100|29|50|86|1|1|12| 1
1|13|100|32|67|72|23|1|11| 1
1|13|100|34|81|45|29|1|12| 1
1|13|100|37|67|84|1|23|11| 1
1|13|100|37|67|84|9|25|11| 1
1|13|100|38|70|50|23|1|12| 1
1|13|100|41|90|31|1|1|12| 1
1|13|100|43|81|58|15|41|12| 1
1|13|100|44|34|100|17|1|11| 1
1|13|100|44|56|100|15|45|11| 1
1|13|100|45|41|34|28|41|12| 2
1|13|100|46|56|67|1|1|11| 1
1|13|100|46|67|67|9|29|11| 1
1|13|100|56|56|81|28|1|11| 1
1|13|100|56|78|21|15|1|11| 1
1|13|100|56|89|21|1|1|11| 1
1|13|100|74|45|61|1|1|11| 1
1|13|100|74|67|61|1|1|11| 1
1|15|100|100|100|11|1|1|10| 1
1|15|100|100|100|11|34|1|10| 1
1|15|100|100|88|11|20|1|10| 1
1|15|100|36|50|58|19|1|10| 1
1|15|100|42|50|38|1|1|10| 1
1|15|100|56|75|50|1|1|10| 1
1|15|100|56|88|23|20|1|10| 1
1|15|100|67|63|61|23|75|10| 1
1|15|100|84|63|75|23|1|10| 1
1|15|89|19|67|75|1|1|20| 1
1|16|89|30|65|39|25|21|19| 1
1|16|95|60|71|50|10|27|19| 1
1|17|100|100|100|12|17|1|9| 3
1|17|100|100|100|12|1|1|9| 10
1|17|100|100|100|12|34|1|9| 4
1|17|100|100|100|13|1|1|8| 6
1|17|100|100|100|13|34|1|8| 3
1|17|100|100|58|12|1|1|9| 1
1|17|100|100|67|13|1|1|8| 1
1|17|100|100|84|13|1|1|8| 5
1|17|100|100|86|12|1|1|9| 3
1|17|100|41|1|81|1|1|8| 2
1|17|100|41|50|81|12|1|8| 1
1|17|100|41|84|81|38|1|8| 1
1|17|100|45|67|50|10|1|8| 1
1|17|100|45|67|50|20|1|8| 1
1|17|100|57|72|25|1|1|9| 1
1|17|100|58|67|29|15|1|8| 1
1|17|100|61|58|61|17|29|9| 1
1|17|100|67|50|34|9|1|8| 1
1|17|100|75|58|34|34|1|9| 1
1|17|100|81|67|41|29|1|8| 1
1|17|100|89|50|100|50|100|8| 1
1|17|87|57|41|84|5|72|17| 1
1|19|86|29|79|88|23|1|16| 1
1|19|86|41|72|41|1|1|16| 1
1|19|86|41|79|24|1|67|16| 1
1|1|1|100|1|100|100|1|1| 2
1|1|1|100|1|100|1|1|1| 2
1|1|1|100|1|100|25|1|1| 2
1|1|1|100|1|100|50|1|1| 2
1|21|100|100|100|15|100|1|7| 5
1|21|100|100|100|15|1|1|7| 6
1|21|100|100|100|15|34|1|7| 3
1|21|100|100|81|15|1|1|7| 2
1|21|100|100|81|15|20|1|7| 1
1|21|100|44|61|100|1|1|7| 1
1|21|100|47|21|61|22|1|7| 1
1|21|100|47|61|61|10|1|7| 1
1|21|100|47|61|61|1|1|7| 1
1|21|100|47|61|61|29|1|7| 2
1|21|100|47|81|61|1|1|7| 1
1|21|100|47|81|61|20|1|7| 2
1|21|100|59|61|34|15|1|7| 1
1|21|100|59|61|34|1|1|7| 1
1|21|100|59|61|75|1|41|7| 1
1|21|100|59|61|75|43|1|7| 1
1|21|100|59|61|75|43|41|7| 1
1|21|100|59|81|34|13|1|7| 1
1|21|100|59|81|34|20|1|7| 1
1|21|100|59|81|34|25|1|7| 2
1|21|100|70|61|41|30|1|7| 1
1|21|100|88|21|50|28|1|7| 1
1|21|84|26|67|67|13|1|14| 1
1|21|84|34|67|86|8|1|14| 1
1|21|85|42|77|25|1|1|15| 1
1|21|85|50|62|84|10|1|15| 1
1|23|82|27|64|100|13|34|13| 1
1|23|82|37|55|45|30|23|13| 1
1|24|77|27|53|89|1|1|19| 1
1|25|100|100|100|17|17|1|6| 2
1|25|100|100|100|17|1|1|6| 8
1|25|100|100|100|17|34|1|6| 3
1|25|100|100|100|17|67|1|6| 1
1|25|100|100|100|21|1|1|5| 4
1|25|100|100|100|21|34|1|5| 1
1|25|100|100|100|21|67|1|5| 2
1|25|100|100|75|17|1|1|6| 1
1|25|100|50|50|75|15|1|6| 1
1|25|100|61|50|41|15|1|6| 2
1|25|100|61|75|41|13|1|6| 1
1|25|100|61|75|41|1|1|6| 3
1|25|100|63|34|50|10|1|5| 1
1|25|100|63|34|50|20|1|5| 1
1|25|100|63|67|50|1|1|5| 2
1|25|100|63|67|50|20|1|5| 1
1|25|100|63|67|50|25|1|5| 2
1|25|100|67|50|100|29|1|6| 2
1|25|100|84|1|67|1|1|5| 1
1|25|100|84|34|67|1|1|5| 1
1|25|100|84|34|67|20|1|5| 1
1|25|74|39|61|37|1|1|17| 2
1|25|78|32|67|72|1|34|11| 1
1|25|78|40|34|58|9|1|11| 1
1|25|78|56|45|81|8|1|11| 1
1|25|78|62|56|23|15|1|11| 1
1|25|81|41|61|31|13|23|12| 1
1|25|81|43|50|58|1|1|12| 1
1|25|81|55|81|19|1|1|12| 1
1|25|89|56|89|21|1|1|11| 2
1|28|72|30|58|46|17|1|16| 1
1|28|72|49|58|28|17|1|16| 1
1|29|69|35|58|61|10|43|21| 1
1|29|75|34|38|84|40|1|10| 1
1|29|88|56|88|23|1|1|10| 3
1|34|100|100|100|25|17|1|4| 1
1|34|100|100|100|25|1|1|4| 8
1|34|100|100|100|25|34|1|4| 8
1|34|100|100|100|25|50|1|4| 1
1|34|100|100|1|100|1|1|4| 1
1|34|100|67|50|67|13|1|4| 1
1|34|100|67|50|67|1|1|4| 2
1|34|100|67|50|67|20|1|4| 1
1|34|100|67|50|67|38|1|4| 1
1|34|67|45|67|50|20|1|8| 1
1|34|67|67|50|34|17|1|8| 1
1|34|72|43|72|43|25|34|9| 1
1|34|72|61|43|61|8|1|9| 1
1|34|73|52|46|100|12|45|13| 1
1|34|84|58|67|29|1|1|8| 1
1|34|86|57|29|25|39|1|9| 1
1|34|86|57|86|25|1|1|9| 1
1|36|56|63|34|13|1|1|20| 2
1|38|61|61|50|21|16|1|12| 1
1|38|67|40|56|58|1|23|11| 1
1|41|59|41|50|72|12|34|14| 1
1|41|61|44|1|100|20|1|7| 1
1|41|61|44|61|100|1|1|7| 1
1|41|61|47|41|61|56|1|7| 1
1|41|61|47|61|61|15|1|7| 1
1|41|61|47|61|61|20|50|7| 1
1|41|61|47|61|61|25|50|7| 1
1|41|61|59|1|75|1|50|7| 1
1|41|61|59|41|75|12|1|7| 1
1|41|61|59|41|75|9|50|7| 1
1|41|61|59|61|34|15|1|7| 1
1|41|61|59|61|34|1|1|7| 1
1|41|61|59|61|34|20|1|7| 1
1|41|61|70|41|41|1|1|7| 1
1|41|81|44|21|100|1|34|7| 1
1|41|81|47|61|61|1|1|7| 1
1|43|63|48|63|43|17|1|10| 1
1|4|100|31|79|37|1|79|40| 1
1|50|100|100|100|34|100|1|3| 1
1|50|100|100|100|34|1|1|3| 1
1|50|100|100|100|34|34|1|3| 3
1|50|100|100|100|34|50|1|3| 1
1|50|100|100|1|34|25|1|3| 1
1|50|100|75|1|100|20|1|3| 1
1|50|100|75|1|100|25|1|3| 1
1|50|100|75|1|100|40|1|3| 1
1|50|34|56|1|100|50|1|5| 1
1|50|34|56|34|100|1|1|5| 1
1|50|34|56|34|100|29|100|5| 1
1|50|43|37|15|100|1|41|9| 1
1|50|45|37|23|84|22|1|11| 1
1|50|50|50|50|75|1|100|6| 1
1|50|50|61|50|41|1|1|6| 2
1|50|58|45|43|81|40|1|9| 1
1|50|67|100|67|21|1|50|5| 1
1|50|67|63|34|50|1|1|5| 1
1|50|67|63|34|50|20|50|5| 1
1|50|67|84|1|67|34|67|5| 1
1|50|75|50|25|75|34|1|6| 1
1|50|75|50|50|75|1|1|6| 1
1|50|75|50|50|75|1|41|6| 1
1|50|75|50|50|75|29|1|6| 1
1|50|75|61|25|41|34|81|6| 1
1|50|75|61|75|41|40|1|6| 1
1|58|25|50|25|81|50|34|10| 1
1|5|100|100|100|3|1|1|33| 1
1|5|100|100|100|4|34|1|31| 1
1|61|21|59|1|75|10|50|7| 1
1|67|1|67|1|67|20|100|4| 1
1|67|50|100|1|100|29|1|4| 2
1|67|50|100|50|25|13|67|4| 1
1|67|50|67|1|67|15|1|4| 1
1|67|50|67|1|67|20|1|4| 1
1|67|50|67|50|67|20|1|4| 1
1|6|100|100|100|4|1|1|25| 1
1|6|100|100|100|4|1|1|29| 1
1|6|100|100|100|4|1|1|30| 2
1|6|100|100|70|4|1|1|25| 1
1|6|100|100|71|4|1|1|26| 1
1|6|100|100|74|4|1|1|28| 1
1|6|100|100|75|4|1|1|26| 1
1|6|100|100|83|4|1|1|25| 1
1|6|100|17|52|41|19|1|27| 1
1|6|100|24|70|31|1|17|28| 1
1|6|100|25|52|75|1|1|27| 1
1|6|100|37|96|12|1|1|27| 1
1|75|25|67|1|100|1|67|6| 1
1|75|25|75|1|50|15|50|6| 1
1|75|50|50|25|75|1|50|6| 1
1|7|100|100|100|5|34|1|22| 1
1|7|100|25|86|41|1|27|22| 1
1|8|100|100|100|6|100|1|20| 1
1|8|100|100|100|6|1|1|20| 1
1|8|100|100|62|6|1|1|20| 1
1|8|100|100|77|6|1|1|19| 1
1|8|100|100|95|6|1|1|19| 1
1|8|100|21|67|82|17|16|20| 1
1|8|100|23|73|41|50|1|20| 1
1|8|100|27|89|89|20|36|19| 1
1|8|100|30|84|24|1|1|20| 1
1|8|100|32|84|78|34|1|20| 1
1|8|100|34|84|27|1|23|20| 3
1|8|100|42|62|75|18|1|20| 1
1|8|100|43|83|56|12|36|19| 1
1|8|100|44|83|37|1|1|19| 1
1|8|100|48|78|86|1|34|20| 1
1|8|100|56|50|100|15|1|20| 1
1|8|100|56|50|100|1|1|20| 1
1|8|100|58|73|72|31|1|20| 1
1|8|100|66|74|50|1|23|21| 1
1|9|100|100|100|6|1|1|17| 1
1|9|100|100|82|6|1|1|18| 1
1|9|100|31|94|27|1|1|18| 1
1|9|100|31|94|29|20|1|17| 1
1|9|100|33|88|46|15|38|18| 2
1|9|100|38|87|21|20|1|17| 1
1|9|100|38|88|19|1|1|18| 1
1|9|100|38|94|19|1|1|18| 1
1|9|100|54|94|13|1|1|17| 1
34|50|50|35|1|72|1|1|12| 1
