generation genome measures value
7 247 total_components 0.18
7 160 branching 0
7 160 connectivity1 0.125
7 160 connectivity2 1
7 160 coverage 1
7 160 effective_joints 1
7 160 length_ratio 0.083
7 160 sensors 0.333333
7 160 symmetry 0
7 160 total_components 0.12
7 356 branching 0
7 356 connectivity1 0.125
7 356 connectivity2 1
7 356 coverage 0.375
7 356 effective_joints 0.7
7 356 length_ratio 0.5
7 356 sensors 0.222222
7 356 symmetry 0
7 356 total_components 0.12
7 277 branching 0
7 277 connectivity1 0.125
7 277 connectivity2 1
7 277 coverage 0.286
7 277 effective_joints 0.5
7 277 length_ratio 0.857
7 277 sensors 0
7 277 symmetry 0
7 277 total_components 0.12
7 354 branching 0
7 354 connectivity1 0.167
7 354 connectivity2 1
7 354 coverage 1
7 354 effective_joints 1
7 354 length_ratio 0.111
7 354 sensors 0
7 354 symmetry 0
7 354 total_components 0.09
7 382 branching 0
7 382 connectivity1 0.125
7 382 connectivity2 1
7 382 coverage 1
7 382 effective_joints 1
7 382 length_ratio 0.083
7 382 sensors 0.333333
7 382 symmetry 0
7 382 total_components 0.12
7 372 branching 0
7 372 connectivity1 0.111
7 372 connectivity2 1
7 372 coverage 0.325
7 372 effective_joints 0.727
7 372 length_ratio 0.4
7 372 sensors 0.222222
7 372 symmetry 0
7 372 total_components 0.13
7 116 branching 0
7 116 connectivity1 0.059
7 116 connectivity2 1
7 116 coverage 1
7 116 effective_joints 0.826
7 116 length_ratio 0.04
7 116 sensors 0
7 116 symmetry 0
7 116 total_components 0.25
7 352 branching 0
7 352 connectivity1 0.1
7 352 connectivity2 1
7 352 coverage 1
7 352 effective_joints 1
7 352 length_ratio 0.067
7 352 sensors 0
7 352 symmetry 0
7 352 total_components 0.15
7 362 branching 0
7 362 connectivity1 0.167
7 362 connectivity2 1
7 362 coverage 1
7 362 effective_joints 1
7 362 length_ratio 0.125
7 362 sensors 0
7 362 symmetry 0
7 362 total_components 0.08
7 328 branching 0
7 328 connectivity1 0.125
7 328 connectivity2 1
7 328 coverage 0.458
7 328 effective_joints 0.556
7 328 length_ratio 0.667
7 328 sensors 0
7 328 symmetry 0
7 328 total_components 0.11
7 273 branching 0
7 273 connectivity1 0.125
7 273 connectivity2 1
7 273 coverage 0.333
7 273 effective_joints 0.8
7 273 length_ratio 0.444
7 273 sensors 0.285714
7 273 symmetry 0
7 273 total_components 0.12
7 269 branching 0
7 269 connectivity1 0.167
7 269 connectivity2 1
7 269 coverage 1
7 269 effective_joints 1
7 269 length_ratio 0.111
7 269 sensors 0.333333
7 269 symmetry 0
7 269 total_components 0.09
7 222 branching 0
7 222 connectivity1 0.167
7 222 connectivity2 1
7 222 coverage 1
7 222 effective_joints 0.857
7 222 length_ratio 0.111
7 222 sensors 0
7 222 symmetry 0
7 222 total_components 0.09
7 37 branching 0
7 37 connectivity1 0.071
7 37 connectivity2 1
7 37 coverage 1
7 37 effective_joints 1
7 37 length_ratio 0.05
7 37 sensors 0
7 37 symmetry 0
7 37 total_components 0.2
7 166 branching 0
7 166 connectivity1 0.071
7 166 connectivity2 1
7 166 coverage 0.333
7 166 effective_joints 0.833
7 166 length_ratio 0.267
7 166 sensors 0
7 166 symmetry 0.222
7 166 total_components 0.2
7 255 branching 0
7 255 connectivity1 0.071
7 255 connectivity2 1
7 255 coverage 0.294
7 255 effective_joints 0.833
7 255 length_ratio 0.235
7 255 sensors 0
7 255 symmetry 0
7 255 total_components 0.2
7 387 branching 0
7 387 connectivity1 0.05
7 387 connectivity2 1
7 387 coverage 1
7 387 effective_joints 1
7 387 length_ratio 0.034
7 387 sensors 0
7 387 symmetry 0
7 387 total_components 0.29
7 344 branching 0
7 344 connectivity1 0.182
7 344 connectivity2 0.857
7 344 coverage 0.4
7 344 effective_joints 0.714
7 344 length_ratio 0.4
7 344 sensors 0
7 344 symmetry 0
7 344 total_components 0.16
7 22 branching 0
7 22 connectivity1 0.125
7 22 connectivity2 1
7 22 coverage 0.55
7 22 effective_joints 0.556
7 22 length_ratio 0.8
7 22 sensors 0.272727
7 22 symmetry 0
7 22 total_components 0.11
7 62 branching 0
7 62 connectivity1 0.167
7 62 connectivity2 1
7 62 coverage 1
7 62 effective_joints 1
7 62 length_ratio 0.111
7 62 sensors 0.333333
7 62 symmetry 0
7 62 total_components 0.09
7 54 branching 0
7 54 connectivity1 0.25
7 54 connectivity2 1
7 54 coverage 1
7 54 effective_joints 1
7 54 length_ratio 0.167
7 54 sensors 0.333333
7 54 symmetry 0
7 54 total_components 0.06
7 266 branching 0
7 266 connectivity1 0.167
7 266 connectivity2 1
7 266 coverage 1
7 266 effective_joints 0.571
7 266 length_ratio 0.111
7 266 sensors 0
7 266 symmetry 0
7 266 total_components 0.09
7 300 branching 0
7 300 connectivity1 0.125
7 300 connectivity2 1
7 300 coverage 0.55
7 300 effective_joints 0.778
7 300 length_ratio 0.2
7 300 sensors 0.142857
7 300 symmetry 0
7 300 total_components 0.11
7 305 branching 0
7 305 connectivity1 0.071
7 305 connectivity2 1
7 305 coverage 0.317
7 305 effective_joints 0.833
7 305 length_ratio 0.778
7 305 sensors 0.333333
7 305 symmetry 0
7 305 total_components 0.2
7 381 branching 0
7 381 connectivity1 0.25
7 381 connectivity2 1
7 381 coverage 1
7 381 effective_joints 1
7 381 length_ratio 0.167
7 381 sensors 0
7 381 symmetry 0
7 381 total_components 0.06
7 289 branching 0
7 289 connectivity1 0.167
7 289 connectivity2 1
7 289 coverage 1
7 289 effective_joints 0.833
7 289 length_ratio 0.125
7 289 sensors 0
7 289 symmetry 0
7 289 total_components 0.08
7 380 branching 0
7 380 connectivity1 0.2
7 380 connectivity2 1
7 380 coverage 1
7 380 effective_joints 1
7 380 length_ratio 0.143
7 380 sensors 0.333333
7 380 symmetry 0
7 380 total_components 0.07
7 363 branching 0
7 363 connectivity1 0.077
7 363 connectivity2 1
7 363 coverage 1
7 363 effective_joints 0.941
7 363 length_ratio 0.053
7 363 sensors 0
7 363 symmetry 0
7 363 total_components 0.19
7 71 branching 0
7 71 connectivity1 0.286
7 71 connectivity2 0.75
7 71 coverage 0.333
7 71 effective_joints 0.375
7 71 length_ratio 0.833
7 71 sensors 0.4
7 71 symmetry 0
7 71 total_components 0.1
7 332 branching 0
7 332 connectivity1 0.375
7 332 connectivity2 0.6
7 332 coverage 0.6
7 332 effective_joints 0.5
7 332 length_ratio 0.2
7 332 sensors 0.153846
7 332 symmetry 0
7 332 total_components 0.12
7 373 branching 0
7 373 connectivity1 0.077
7 373 connectivity2 1
7 373 coverage 0.422
7 373 effective_joints 0.824
7 373 length_ratio 0.556
7 373 sensors 0.111111
7 373 symmetry 0.353
7 373 total_components 0.19
7 69 branching 0
7 69 connectivity1 0.286
7 69 connectivity2 0.875
7 69 coverage 0.556
7 69 effective_joints 0.875
7 69 length_ratio 0.222
7 69 sensors 0
7 69 symmetry 0
7 69 total_components 0.1
7 293 branching 0
7 293 connectivity1 0.125
7 293 connectivity2 1
7 293 coverage 1
7 293 effective_joints 1
7 293 length_ratio 0.083
7 293 sensors 0
7 293 symmetry 0
7 293 total_components 0.12
7 294 branching 0
7 294 connectivity1 0.1
7 294 connectivity2 1
7 294 coverage 0.385
7 294 effective_joints 0.923
7 294 length_ratio 0.231
7 294 sensors 0
7 294 symmetry 0
7 294 total_components 0.15
7 235 branching 0
7 235 connectivity1 0.167
7 235 connectivity2 1
7 235 coverage 1
7 235 effective_joints 0.667
7 235 length_ratio 0.125
7 235 sensors 0
7 235 symmetry 0
7 235 total_components 0.08
7 395 branching 0
7 395 connectivity1 0.286
7 395 connectivity2 0.684
7 395 coverage 0.35
7 395 effective_joints 0.579
7 395 length_ratio 0.6
7 395 sensors 0.1
7 395 symmetry 0.421
7 395 total_components 0.21
7 127 branching 0
7 127 connectivity1 0.2
7 127 connectivity2 1
7 127 coverage 0.583
7 127 effective_joints 0.8
7 127 length_ratio 0.333
7 127 sensors 0.25
7 127 symmetry 0
7 127 total_components 0.07
7 111 branching 0
7 111 connectivity1 0.125
7 111 connectivity2 1
7 111 coverage 1
7 111 effective_joints 1
7 111 length_ratio 0.083
7 111 sensors 0
7 111 symmetry 0
7 111 total_components 0.12
7 265 branching 0
7 265 connectivity1 0.25
7 265 connectivity2 1
7 265 coverage 1
7 265 effective_joints 1
7 265 length_ratio 0.167
7 265 sensors 0
7 265 symmetry 0
7 265 total_components 0.06
7 340 branching 0
7 340 connectivity1 0.048
7 340 connectivity2 1
7 340 coverage 1
7 340 effective_joints 1
7 340 length_ratio 0.032
7 340 sensors 0.333333
7 340 symmetry 0
7 340 total_components 0.31
7 189 branching 0
7 189 connectivity1 0.167
7 189 connectivity2 1
7 189 coverage 1
7 189 effective_joints 1
7 189 length_ratio 0.125
7 189 sensors 0
7 189 symmetry 0
7 189 total_components 0.08
7 396 branching 0
7 396 connectivity1 0.143
7 396 connectivity2 1
7 396 coverage 1
7 396 effective_joints 0.875
7 396 length_ratio 0.1
7 396 sensors 0.2
7 396 symmetry 0
7 396 total_components 0.1
7 288 branching 0
7 288 connectivity1 0.125
7 288 connectivity2 1
7 288 coverage 1
7 288 effective_joints 1
7 288 length_ratio 0.083
7 288 sensors 0
7 288 symmetry 0
7 288 total_components 0.12
7 164 branching 0
7 164 connectivity1 0.1
7 164 connectivity2 1
7 164 coverage 0.333
7 164 effective_joints 0.538
7 164 length_ratio 0.556
7 164 sensors 0
7 164 symmetry 0
7 164 total_components 0.15
7 333 branching 0
7 333 connectivity1 0.1
7 333 connectivity2 1
7 333 coverage 0.467
7 333 effective_joints 0.833
7 333 length_ratio 0.833
7 333 sensors 0.428571
7 333 symmetry 0
7 333 total_components 0.14
7 271 branching 0
7 271 connectivity1 0.167
7 271 connectivity2 1
7 271 coverage 1
7 271 effective_joints 1
7 271 length_ratio 0.111
7 271 sensors 0
7 271 symmetry 0
7 271 total_components 0.09
7 307 branching 0
7 307 connectivity1 0.2
7 307 connectivity2 1
7 307 coverage 1
7 307 effective_joints 0.8
7 307 length_ratio 0.143
7 307 sensors 0
7 307 symmetry 0
7 307 total_components 0.07
7 329 branching 0
7 329 connectivity1 0.25
7 329 connectivity2 1
7 329 coverage 1
7 329 effective_joints 1
7 329 length_ratio 0.167
7 329 sensors 0.166667
7 329 symmetry 0
7 329 total_components 0.06
7 334 branching 0
7 334 connectivity1 0.056
7 334 connectivity2 1
7 334 coverage 0.36
7 334 effective_joints 0.96
7 334 length_ratio 0.12
7 334 sensors 0
7 334 symmetry 0
7 334 total_components 0.27
7 398 branching 0
7 398 connectivity1 0.167
7 398 connectivity2 1
7 398 coverage 1
7 398 effective_joints 1
7 398 length_ratio 0.111
7 398 sensors 0
7 398 symmetry 0
7 398 total_components 0.09
7 369 branching 0
7 369 connectivity1 0.083
7 369 connectivity2 1
7 369 coverage 0.3
7 369 effective_joints 0.938
7 369 length_ratio 0.267
7 369 sensors 0
7 369 symmetry 0
7 369 total_components 0.18
7 286 branching 0
7 286 connectivity1 0.056
7 286 connectivity2 1
7 286 coverage 1
7 286 effective_joints 0.75
7 286 length_ratio 0.038
7 286 sensors 0
7 286 symmetry 0
7 286 total_components 0.26
7 26 branching 0
7 26 connectivity1 0.125
7 26 connectivity2 1
7 26 coverage 0.367
7 26 effective_joints 0.667
7 26 length_ratio 0.833
7 26 sensors 0
7 26 symmetry 0.222
7 26 total_components 0.11
7 238 branching 0
7 238 connectivity1 0.077
7 238 connectivity2 1
7 238 coverage 1
7 238 effective_joints 0.765
7 238 length_ratio 0.053
7 238 sensors 0
7 238 symmetry 0
7 238 total_components 0.19
7 204 branching 0
7 204 connectivity1 0.111
7 204 connectivity2 1
7 204 coverage 1
7 204 effective_joints 0.636
7 204 length_ratio 0.077
7 204 sensors 0
7 204 symmetry 0
7 204 total_components 0.13
7 389 branching 0
7 389 connectivity1 0.2
7 389 connectivity2 1
7 389 coverage 1
7 389 effective_joints 1
7 389 length_ratio 0.143
7 389 sensors 0
7 389 symmetry 0
7 389 total_components 0.07
7 351 branching 0
7 351 connectivity1 0.143
7 351 connectivity2 0.889
7 351 coverage 0.185
7 351 effective_joints 0.667
7 351 length_ratio 0.75
7 351 sensors 0
7 351 symmetry 0
7 351 total_components 0.2
7 385 branching 0
7 385 connectivity1 0.083
7 385 connectivity2 1
7 385 coverage 1
7 385 effective_joints 0.813
7 385 length_ratio 0.056
7 385 sensors 0
7 385 symmetry 0
7 385 total_components 0.18
7 338 branching 0
7 338 connectivity1 0.05
7 338 connectivity2 1
7 338 coverage 1
7 338 effective_joints 1
7 338 length_ratio 0.033
7 338 sensors 0
7 338 symmetry 0
7 338 total_components 0.3
7 303 branching 0
7 303 connectivity1 0.125
7 303 connectivity2 1
7 303 coverage 1
7 303 effective_joints 1
7 303 length_ratio 0.091
7 303 sensors 0
7 303 symmetry 0
7 303 total_components 0.11
7 371 branching 0
7 371 connectivity1 0.083
7 371 connectivity2 1
7 371 coverage 0.327
7 371 effective_joints 0.875
7 371 length_ratio 0.455
7 371 sensors 0.142857
7 371 symmetry 0.375
7 371 total_components 0.18
7 397 branching 0
7 397 connectivity1 0.167
7 397 connectivity2 1
7 397 coverage 1
7 397 effective_joints 1
7 397 length_ratio 0.125
7 397 sensors 0
7 397 symmetry 0
7 397 total_components 0.08
7 375 branching 0
7 375 connectivity1 0.111
7 375 connectivity2 1
7 375 coverage 1
7 375 effective_joints 1
7 375 length_ratio 0.077
7 375 sensors 0
7 375 symmetry 0
7 375 total_components 0.13
7 393 branching 0
7 393 connectivity1 0.2
7 393 connectivity2 1
7 393 coverage 1
7 393 effective_joints 1
7 393 length_ratio 0.143
7 393 sensors 0.333333
7 393 symmetry 0
7 393 total_components 0.07
7 135 branching 0
7 135 connectivity1 0.2
7 135 connectivity2 1
7 135 coverage 1
7 135 effective_joints 1
7 135 length_ratio 0.143
7 135 sensors 0
7 135 symmetry 0
7 135 total_components 0.07
7 361 branching 0
7 361 connectivity1 0.231
7 361 connectivity2 0.765
7 361 coverage 0.264
7 361 effective_joints 0.529
7 361 length_ratio 0.889
7 361 sensors 0
7 361 symmetry 0
7 361 total_components 0.19
7 316 branching 0
7 316 connectivity1 0.167
7 316 connectivity2 1
7 316 coverage 1
7 316 effective_joints 1
7 316 length_ratio 0.125
7 316 sensors 0.333333
7 316 symmetry 0
7 316 total_components 0.08
7 202 branching 0
7 202 connectivity1 0.2
7 202 connectivity2 1
7 202 coverage 0.583
7 202 effective_joints 0.8
7 202 length_ratio 0.333
7 202 sensors 0.25
7 202 symmetry 0
7 202 total_components 0.07
7 327 branching 0
7 327 connectivity1 0.2
7 327 connectivity2 1
7 327 coverage 0.467
7 327 effective_joints 0.8
7 327 length_ratio 0.6
7 327 sensors 0.2
7 327 symmetry 0
7 327 total_components 0.07
7 374 branching 0
7 374 connectivity1 0.111
7 374 connectivity2 1
7 374 coverage 0.325
7 374 effective_joints 0.909
7 374 length_ratio 0.4
7 374 sensors 0
7 374 symmetry 0
7 374 total_components 0.13
7 253 branching 0
7 253 connectivity1 0.083
7 253 connectivity2 1
7 253 coverage 0.304
7 253 effective_joints 0.933
7 253 length_ratio 0.286
7 253 sensors 0.2
7 253 symmetry 0
7 253 total_components 0.17
7 241 branching 0
7 241 connectivity1 0.1
7 241 connectivity2 1
7 241 coverage 0.292
7 241 effective_joints 0.667
7 241 length_ratio 0.75
7 241 sensors 0.545455
7 241 symmetry 0
7 241 total_components 0.14
7 206 branching 0
7 206 connectivity1 0.4
7 206 connectivity2 0.583
7 206 coverage 0.4
7 206 effective_joints 0.5
7 206 length_ratio 0.714
7 206 sensors 0.111111
7 206 symmetry 0.333
7 206 total_components 0.14
7 231 branching 0
7 231 connectivity1 0.167
7 231 connectivity2 1
7 231 coverage 1
7 231 effective_joints 1
7 231 length_ratio 0.111
7 231 sensors 0
7 231 symmetry 0
7 231 total_components 0.09
7 331 branching 0
7 331 connectivity1 0.1
7 331 connectivity2 1
7 331 coverage 0.385
7 331 effective_joints 0.923
7 331 length_ratio 0.231
7 331 sensors 0
7 331 symmetry 0
7 331 total_components 0.15
7 161 branching 0
7 161 connectivity1 0.1
7 161 connectivity2 1
7 161 coverage 1
7 161 effective_joints 1
7 161 length_ratio 0.067
7 161 sensors 0
7 161 symmetry 0
7 161 total_components 0.15
7 379 branching 0
7 379 connectivity1 0.1
7 379 connectivity2 1
7 379 coverage 0.28
7 379 effective_joints 0.917
7 379 length_ratio 0.5
7 379 sensors 0
7 379 symmetry 0
7 379 total_components 0.14
7 386 branching 0
7 386 connectivity1 0.2
7 386 connectivity2 1
7 386 coverage 1
7 386 effective_joints 1
7 386 length_ratio 0.143
7 386 sensors 0.333333
7 386 symmetry 0
7 386 total_components 0.07
7 383 branching 0
7 383 connectivity1 0.143
7 383 connectivity2 1
7 383 coverage 0.556
7 383 effective_joints 0.875
7 383 length_ratio 0.222
7 383 sensors 0.2
7 383 symmetry 0
7 383 total_components 0.1
7 310 branching 0
7 310 connectivity1 0.111
7 310 connectivity2 1
7 310 coverage 1
7 310 effective_joints 0.909
7 310 length_ratio 0.077
7 310 sensors 0
7 310 symmetry 0
7 310 total_components 0.13
7 388 branching 0
7 388 connectivity1 0.071
7 388 connectivity2 1
7 388 coverage 0.222
7 388 effective_joints 0.722
7 388 length_ratio 0.4
7 388 sensors 0.5
7 388 symmetry 0
7 388 total_components 0.2
7 392 branching 0
7 392 connectivity1 0.067
7 392 connectivity2 1
7 392 coverage 1
7 392 effective_joints 1
7 392 length_ratio 0.045
7 392 sensors 0.333333
7 392 symmetry 0
7 392 total_components 0.22
7 364 branching 0
7 364 connectivity1 0.059
7 364 connectivity2 1
7 364 coverage 1
7 364 effective_joints 1
7 364 length_ratio 0.04
7 364 sensors 0
7 364 symmetry 0
7 364 total_components 0.25
