generation genome measures value
3 138 sensors 0.333333
3 138 symmetry 0
3 138 total_components 0.04
3 0 branching 0
3 0 connectivity1 0.2
3 0 connectivity2 1
3 0 coverage 0.583
3 0 effective_joints 0.8
3 0 length_ratio 0.333
3 0 sensors 0.125
3 0 symmetry 0
3 0 total_components 0.07
3 108 branching 0
3 108 connectivity1 0.125
3 108 connectivity2 1
3 108 coverage 1
3 108 effective_joints 0.9
3 108 length_ratio 0.083
3 108 sensors 0.2
3 108 symmetry 0
3 108 total_components 0.12
3 53 branching 0
3 53 connectivity1 0.25
3 53 connectivity2 1
3 53 coverage 1
3 53 effective_joints 1
3 53 length_ratio 0.2
3 53 sensors 0
3 53 symmetry 0
3 53 total_components 0.05
3 164 branching 0
3 164 connectivity1 0.1
3 164 connectivity2 1
3 164 coverage 0.333
3 164 effective_joints 0.538
3 164 length_ratio 0.556
3 164 sensors 0
3 164 symmetry 0
3 164 total_components 0.15
3 100 branching 0
3 100 connectivity1 0.333
3 100 connectivity2 1
3 100 coverage 1
3 100 effective_joints 1
3 100 length_ratio 0.25
3 100 sensors 0.333333
3 100 symmetry 0
3 100 total_components 0.04
3 55 branching 0
3 55 connectivity1 0.056
3 55 connectivity2 1
3 55 coverage 1
3 55 effective_joints 0.708
3 55 length_ratio 0.038
3 55 sensors 0
3 55 symmetry 0
3 55 total_components 0.26
3 15 branching 0
3 15 connectivity1 0.167
3 15 connectivity2 1
3 15 coverage 1
3 15 effective_joints 1
3 15 length_ratio 0.111
3 15 sensors 0.333333
3 15 symmetry 0
3 15 total_components 0.09
3 5 branching 0
3 5 connectivity1 0.357
3 5 connectivity2 0.556
3 5 coverage 0.625
3 5 effective_joints 0.333
3 5 length_ratio 0.125
3 5 sensors 0
3 5 symmetry 0
3 5 total_components 0.2
3 27 branching 0
3 27 connectivity1 0.5
3 27 connectivity2 0.5
3 27 coverage 0.6
3 27 effective_joints 0.5
3 27 length_ratio 0.4
3 27 sensors 0
3 27 symmetry 0
3 27 total_components 0.06
3 10 branching 0
3 10 connectivity1 0.25
3 10 connectivity2 0.778
3 10 coverage 0.314
3 10 effective_joints 0.667
3 10 length_ratio 0.714
3 10 sensors 0
3 10 symmetry 0.333
3 10 total_components 0.11
3 198 branching 0
3 198 connectivity1 0.077
3 198 connectivity2 1
3 198 coverage 0.432
3 198 effective_joints 0.824
3 198 length_ratio 0.364
3 198 sensors 0
3 198 symmetry 0
3 198 total_components 0.19
3 160 branching 0
3 160 connectivity1 0.125
3 160 connectivity2 1
3 160 coverage 1
3 160 effective_joints 1
3 160 length_ratio 0.083
3 160 sensors 0.333333
3 160 symmetry 0
3 160 total_components 0.12
3 11 branching 0
3 11 connectivity1 0.5
3 11 connectivity2 1
3 11 coverage 0.75
3 11 effective_joints 0
3 11 length_ratio 1
3 11 sensors 0.2
3 11 symmetry 0
3 11 total_components 0.03
3 40 branching 0
3 40 connectivity1 0.111
3 40 connectivity2 1
3 40 coverage 1
3 40 effective_joints 1
3 40 length_ratio 0.077
3 40 sensors 0.666667
3 40 symmetry 0
3 40 total_components 0.13
3 44 branching 0
3 44 connectivity1 0.333
3 44 connectivity2 1
3 44 coverage 1
3 44 effective_joints 1
3 44 length_ratio 0.25
3 44 sensors 0
3 44 symmetry 0
3 44 total_components 0.04
3 86 branching 0
3 86 connectivity1 0.5
3 86 connectivity2 0.667
3 86 coverage 1
3 86 effective_joints 0.667
3 86 length_ratio 0.2
3 86 sensors 0
3 86 symmetry 0.5
3 86 total_components 0.05
3 65 branching 0
3 65 connectivity1 0.286
3 65 connectivity2 0.875
3 65 coverage 0.556
3 65 effective_joints 0.875
3 65 length_ratio 0.222
3 65 sensors 0
3 65 symmetry 0
3 65 total_components 0.1
3 177 branching 0
3 177 connectivity1 1
3 177 connectivity2 0
3 177 coverage 1
3 177 effective_joints 0
3 177 length_ratio 0.333
3 177 sensors 0.2
3 177 symmetry 1
3 177 total_components 0.03
3 54 branching 0
3 54 connectivity1 0.25
3 54 connectivity2 1
3 54 coverage 1
3 54 effective_joints 1
3 54 length_ratio 0.167
3 54 sensors 0.333333
3 54 symmetry 0
3 54 total_components 0.06
3 32 branching 0
3 32 connectivity1 0.25
3 32 connectivity2 1
3 32 coverage 0.625
3 32 effective_joints 0.667
3 32 length_ratio 0.5
3 32 sensors 0.2
3 32 symmetry 0
3 32 total_components 0.05
3 173 branching 0
3 173 connectivity1 0.2
3 173 connectivity2 0.833
3 173 coverage 0.333
3 173 effective_joints 0.667
3 173 length_ratio 0.857
3 173 sensors 0.0714286
3 173 symmetry 0
3 173 total_components 0.14
3 165 branching 0
3 165 connectivity1 0.2
3 165 connectivity2 1
3 165 coverage 0.583
3 165 effective_joints 0.6
3 165 length_ratio 0.75
3 165 sensors 0.428571
3 165 symmetry 0.4
3 165 total_components 0.07
3 170 branching 0
3 170 connectivity1 0.167
3 170 connectivity2 1
3 170 coverage 1
3 170 effective_joints 1
3 170 length_ratio 0.111
3 170 sensors 0
3 170 symmetry 0
3 170 total_components 0.09
3 61 branching 0
3 61 connectivity1 0.333
3 61 connectivity2 1
3 61 coverage 0.667
3 61 effective_joints 0.5
3 61 length_ratio 0.667
3 61 sensors 0
3 61 symmetry 0
3 61 total_components 0.04
3 116 branching 0
3 116 connectivity1 0.059
3 116 connectivity2 1
3 116 coverage 1
3 116 effective_joints 0.826
3 116 length_ratio 0.04
3 116 sensors 0
3 116 symmetry 0
3 116 total_components 0.25
3 37 branching 0
3 37 connectivity1 0.071
3 37 connectivity2 1
3 37 coverage 1
3 37 effective_joints 1
3 37 length_ratio 0.05
3 37 sensors 0
3 37 symmetry 0
3 37 total_components 0.2
3 110 branching 0
3 110 connectivity1 0.2
3 110 connectivity2 1
3 110 coverage 0.467
3 110 effective_joints 0.6
3 110 length_ratio 0.6
3 110 sensors 0
3 110 symmetry 0
3 110 total_components 0.07
3 189 branching 0
3 189 connectivity1 0.167
3 189 connectivity2 1
3 189 coverage 1
3 189 effective_joints 1
3 189 length_ratio 0.125
3 189 sensors 0
3 189 symmetry 0
3 189 total_components 0.08
3 182 branching 0
3 182 connectivity1 0.5
3 182 connectivity2 1
3 182 coverage 1
3 182 effective_joints 1
3 182 length_ratio 0.333
3 182 sensors 0.5
3 182 symmetry 0
3 182 total_components 0.03
3 192 branching 0
3 192 connectivity1 0.2
3 192 connectivity2 1
3 192 coverage 1
3 192 effective_joints 1
3 192 length_ratio 0.143
3 192 sensors 1
3 192 symmetry 0
3 192 total_components 0.07
3 18 branching 0
3 18 connectivity1 0.429
3 18 connectivity2 0.625
3 18 coverage 0.476
3 18 effective_joints 0.625
3 18 length_ratio 0.429
3 18 sensors 0.166667
3 18 symmetry 0
3 18 total_components 0.1
3 71 branching 0
3 71 connectivity1 0.286
3 71 connectivity2 0.75
3 71 coverage 0.333
3 71 effective_joints 0.375
3 71 length_ratio 0.833
3 71 sensors 0.4
3 71 symmetry 0
3 71 total_components 0.1
3 62 branching 0
3 62 connectivity1 0.167
3 62 connectivity2 1
3 62 coverage 1
3 62 effective_joints 1
3 62 length_ratio 0.111
3 62 sensors 0.333333
3 62 symmetry 0
3 62 total_components 0.09
3 169 branching 0
3 169 connectivity1 0.333
3 169 connectivity2 1
3 169 coverage 0.667
3 169 effective_joints 0.5
3 169 length_ratio 0.667
3 169 sensors 0.375
3 169 symmetry 0
3 169 total_components 0.04
3 111 branching 0
3 111 connectivity1 0.125
3 111 connectivity2 1
3 111 coverage 1
3 111 effective_joints 1
3 111 length_ratio 0.083
3 111 sensors 0
3 111 symmetry 0
3 111 total_components 0.12
3 102 branching 0
3 102 connectivity1 0.2
3 102 connectivity2 1
3 102 coverage 1
3 102 effective_joints 1
3 102 length_ratio 0.143
3 102 sensors 0
3 102 symmetry 0
3 102 total_components 0.07
3 134 branching 0
3 134 connectivity1 0.25
3 134 connectivity2 0.889
3 134 coverage 0.55
3 134 effective_joints 0.889
3 134 length_ratio 0.2
3 134 sensors 0
3 134 symmetry 0
3 134 total_components 0.11
3 159 branching 0
3 159 connectivity1 0.5
3 159 connectivity2 0.75
3 159 coverage 0.6
3 159 effective_joints 0.25
3 159 length_ratio 0.4
3 159 sensors 0.333333
3 159 symmetry 0.8
3 159 total_components 0.06
3 75 branching 0
3 75 connectivity1 0.286
3 75 connectivity2 0.875
3 75 coverage 0.556
3 75 effective_joints 0.875
3 75 length_ratio 0.222
3 75 sensors 0
3 75 symmetry 0
3 75 total_components 0.1
3 161 branching 0
3 161 connectivity1 0.1
3 161 connectivity2 1
3 161 coverage 1
3 161 effective_joints 1
3 161 length_ratio 0.067
3 161 sensors 0
3 161 symmetry 0
3 161 total_components 0.15
3 106 branching 0
3 106 connectivity1 0.083
3 106 connectivity2 1
3 106 coverage 1
3 106 effective_joints 1
3 106 length_ratio 0.059
3 106 sensors 0
3 106 symmetry 0
3 106 total_components 0.17
3 48 branching 0
3 48 connectivity1 0.25
3 48 connectivity2 1
3 48 coverage 0.667
3 48 effective_joints 0.5
3 48 length_ratio 1
3 48 sensors 0.285714
3 48 symmetry 0
3 48 total_components 0.06
3 179 branching 0
3 179 connectivity1 0.333
3 179 connectivity2 0.714
3 179 coverage 0.429
3 179 effective_joints 0.714
3 179 length_ratio 0.429
3 179 sensors 0.25
3 179 symmetry 0.333
3 179 total_components 0.09
3 131 branching 0
3 131 connectivity1 0.125
3 131 connectivity2 1
3 131 coverage 0.458
3 131 effective_joints 0.667
3 131 length_ratio 0.667
3 131 sensors 0.0833333
3 131 symmetry 0.286
3 131 total_components 0.11
3 76 branching 0
3 76 connectivity1 1
3 76 connectivity2 0
3 76 coverage 1
3 76 effective_joints 0
3 76 length_ratio 0.333
3 76 sensors 0.4
3 76 symmetry 1
3 76 total_components 0.03
3 117 branching 0
3 117 connectivity1 0.25
3 117 connectivity2 1
3 117 coverage 0.5
3 117 effective_joints 0.5
3 117 length_ratio 0.75
3 117 sensors 0.142857
3 117 symmetry 0
3 117 total_components 0.06
3 168 branching 0
3 168 connectivity1 0.5
3 168 connectivity2 0.333
3 168 coverage 0.556
3 168 effective_joints 0.333
3 168 length_ratio 1
3 168 sensors 0.285714
3 168 symmetry 1
3 168 total_components 0.05
3 90 branching 0
3 90 connectivity1 0.222
3 90 connectivity2 0.818
3 90 coverage 0.265
3 90 effective_joints 0.636
3 90 length_ratio 1
3 90 sensors 0.125
3 90 symmetry 0.333
3 90 total_components 0.13
3 36 branching 0
3 36 connectivity1 0.125
3 36 connectivity2 1
3 36 coverage 1
3 36 effective_joints 0.9
3 36 length_ratio 0.083
3 36 sensors 0.2
3 36 symmetry 0
3 36 total_components 0.12
3 30 branching 0
3 30 connectivity1 0.143
3 30 connectivity2 1
3 30 coverage 0.417
3 30 effective_joints 0.5
3 30 length_ratio 0.375
3 30 sensors 0
3 30 symmetry 0
3 30 total_components 0.1
3 195 branching 0
3 195 connectivity1 0.333
3 195 connectivity2 0.727
3 195 coverage 0.52
3 195 effective_joints 0.455
3 195 length_ratio 1
3 195 sensors 0.111111
3 195 symmetry 0.444
3 195 total_components 0.13
3 140 branching 0
3 140 connectivity1 0.2
3 140 connectivity2 1
3 140 coverage 0.583
3 140 effective_joints 0.6
3 140 length_ratio 0.75
3 140 sensors 0.428571
3 140 symmetry 0
3 140 total_components 0.07
3 84 branching 0
3 84 connectivity1 0.25
3 84 connectivity2 1
3 84 coverage 1
3 84 effective_joints 1
3 84 length_ratio 0.2
3 84 sensors 0.666667
3 84 symmetry 0
3 84 total_components 0.05
3 38 branching 0
3 38 connectivity1 0.5
3 38 connectivity2 0.429
3 38 coverage 0.36
3 38 effective_joints 0.143
3 38 length_ratio 1
3 38 sensors 0
3 38 symmetry 0.4
3 38 total_components 0.09
3 145 branching 0
3 145 connectivity1 0.167
3 145 connectivity2 1
3 145 coverage 1
3 145 effective_joints 1
3 145 length_ratio 0.125
3 145 sensors 0.333333
3 145 symmetry 0
3 145 total_components 0.08
3 22 branching 0
3 22 connectivity1 0.125
3 22 connectivity2 1
3 22 coverage 0.55
3 22 effective_joints 0.556
3 22 length_ratio 0.8
3 22 sensors 0.272727
3 22 symmetry 0
3 22 total_components 0.11
3 166 branching 0
3 166 connectivity1 0.071
3 166 connectivity2 1
3 166 coverage 0.333
3 166 effective_joints 0.833
3 166 length_ratio 0.267
3 166 sensors 0
3 166 symmetry 0.222
3 166 total_components 0.2
3 88 branching 0
3 88 connectivity1 0.25
3 88 connectivity2 1
3 88 coverage 0.6
3 88 effective_joints 0.75
3 88 length_ratio 0.4
3 88 sensors 0
3 88 symmetry 0
3 88 total_components 0.06
3 26 branching 0
3 26 connectivity1 0.125
3 26 connectivity2 1
3 26 coverage 0.367
3 26 effective_joints 0.667
3 26 length_ratio 0.833
3 26 sensors 0
3 26 symmetry 0.222
3 26 total_components 0.11
3 127 branching 0
3 127 connectivity1 0.2
3 127 connectivity2 1
3 127 coverage 0.583
3 127 effective_joints 0.8
3 127 length_ratio 0.333
3 127 sensors 0.25
3 127 symmetry 0
3 127 total_components 0.07
3 150 branching 0
3 150 connectivity1 0.037
3 150 connectivity2 1
3 150 coverage 0.301
3 150 effective_joints 0.789
3 150 length_ratio 0.368
3 150 sensors 0
3 150 symmetry 0.789
3 150 total_components 0.4
3 46 branching 0
3 46 connectivity1 0.4
3 46 connectivity2 0.6
3 46 coverage 0.438
3 46 effective_joints 0.6
3 46 length_ratio 1
3 46 sensors 0
3 46 symmetry 0
3 46 total_components 0.07
3 137 branching 0
3 137 connectivity1 0.5
3 137 connectivity2 0.75
3 137 coverage 0.5
3 137 effective_joints 0.5
3 137 length_ratio 0.75
3 137 sensors 0
3 137 symmetry 0
3 137 total_components 0.06
3 2 branching 0
3 2 connectivity1 0.4
3 2 connectivity2 0.6
3 2 coverage 0.7
3 2 effective_joints 0.4
3 2 length_ratio 0.4
3 2 sensors 0
3 2 symmetry 0
3 2 total_components 0.07
3 72 branching 0
3 72 connectivity1 0.25
3 72 connectivity2 1
3 72 coverage 0.6
3 72 effective_joints 0.5
3 72 length_ratio 0.4
3 72 sensors 0.142857
3 72 symmetry 0
3 72 total_components 0.06
3 180 branching 0
3 180 connectivity1 0.25
3 180 connectivity2 0.8
3 180 coverage 0.429
3 180 effective_joints 0.5
3 180 length_ratio 0.571
3 180 sensors 0
3 180 symmetry 0
3 180 total_components 0.12
3 1 branching 0
3 1 connectivity1 0.125
3 1 connectivity2 1
3 1 coverage 0.444
3 1 effective_joints 0.4
3 1 length_ratio 0.333
3 1 sensors 0.277778
3 1 symmetry 0.4
3 1 total_components 0.12
3 19 branching 0
3 19 connectivity1 0.25
3 19 connectivity2 1
3 19 coverage 1
3 19 effective_joints 1
3 19 length_ratio 0.2
3 19 sensors 0.333333
3 19 symmetry 0
3 19 total_components 0.05
3 141 branching 0
3 141 connectivity1 0.125
3 141 connectivity2 1
3 141 coverage 1
3 141 effective_joints 1
3 141 length_ratio 0.083
3 141 sensors 0
3 141 symmetry 0
3 141 total_components 0.12
3 171 branching 0
3 171 connectivity1 0.333
3 171 connectivity2 1
3 171 coverage 1
3 171 effective_joints 1
3 171 length_ratio 0.25
3 171 sensors 0.333333
3 171 symmetry 0
3 171 total_components 0.04
3 175 branching 0
3 175 connectivity1 0.333
3 175 connectivity2 1
3 175 coverage 1
3 175 effective_joints 1
3 175 length_ratio 0.25
3 175 sensors 0
3 175 symmetry 0
3 175 total_components 0.04
4 180 branching 0
4 180 connectivity1 0.25
4 180 connectivity2 0.8
4 180 coverage 0.429
4 180 effective_joints 0.5
4 180 length_ratio 0.571
4 180 sensors 0
4 180 symmetry 0
4 180 total_components 0.12
4 204 branching 0
4 204 connectivity1 0.111
4 204 connectivity2 1
4 204 coverage 1
4 204 effective_joints 0.636
4 204 length_ratio 0.077
4 204 sensors 0
4 204 symmetry 0
4 204 total_components 0.13
4 48 branching 0
4 48 connectivity1 0.25
4 48 connectivity2 1
4 48 coverage 0.667
4 48 effective_joints 0.5
4 48 length_ratio 1
4 48 sensors 0.285714
4 48 symmetry 0
4 48 total_components 0.06
4 0 branching 0
4 0 connectivity1 0.2
4 0 connectivity2 1
4 0 coverage 0.583
4 0 effective_joints 0.8
4 0 length_ratio 0.333
4 0 sensors 0.125
4 0 symmetry 0
4 0 total_components 0.07
4 161 branching 0
4 161 connectivity1 0.1
4 161 connectivity2 1
4 161 coverage 1
4 161 effective_joints 1
4 161 length_ratio 0.067
4 161 sensors 0
4 161 symmetry 0
4 161 total_components 0.15
4 74 branching 0
4 74 connectivity1 0.4
4 74 connectivity2 0.6
4 74 coverage 0.467
4 74 effective_joints 0.6
4 74 length_ratio 0.6
4 74 sensors 0.2
4 74 symmetry 0.5
4 74 total_components 0.07
4 170 branching 0
4 170 connectivity1 0.167
4 170 connectivity2 1
4 170 coverage 1
4 170 effective_joints 1
4 170 length_ratio 0.111
4 170 sensors 0
4 170 symmetry 0
4 170 total_components 0.09
4 145 branching 0
4 145 connectivity1 0.167
4 145 connectivity2 1
4 145 coverage 1
4 145 effective_joints 1
4 145 length_ratio 0.125
4 145 sensors 0.333333
4 145 symmetry 0
4 145 total_components 0.08
4 212 branching 0
4 212 connectivity1 0.167
4 212 connectivity2 1
4 212 coverage 1
4 212 effective_joints 0.833
4 212 length_ratio 0.125
4 212 sensors 0
4 212 symmetry 0
4 212 total_components 0.08
4 2 branching 0
4 2 connectivity1 0.4
4 2 connectivity2 0.6
4 2 coverage 0.7
4 2 effective_joints 0.4
4 2 length_ratio 0.4
4 2 sensors 0
4 2 symmetry 0
4 2 total_components 0.07
4 241 branching 0
4 241 connectivity1 0.1
4 241 connectivity2 1
4 241 coverage 0.292
4 241 effective_joints 0.667
4 241 length_ratio 0.75
4 241 sensors 0.545455
4 241 symmetry 0
4 241 total_components 0.14
4 112 branching 0
4 112 connectivity1 0.125
4 112 connectivity2 1
4 112 coverage 0.44
4 112 effective_joints 0.333
4 112 length_ratio 1
4 112 sensors 0.166667
4 112 symmetry 0
4 112 total_components 0.11
4 114 branching 0
4 114 connectivity1 0.059
4 114 connectivity2 1
4 114 coverage 1
4 114 effective_joints 0.696
4 114 length_ratio 0.04
4 114 sensors 0
4 114 symmetry 0
4 114 total_components 0.25
4 203 branching 0
4 203 connectivity1 0.111
4 203 connectivity2 1
4 203 coverage 1
4 203 effective_joints 0.909
4 203 length_ratio 0.077
4 203 sensors 0.2
4 203 symmetry 0
4 203 total_components 0.13
4 65 branching 0
4 65 connectivity1 0.286
4 65 connectivity2 0.875
4 65 coverage 0.556
4 65 effective_joints 0.875
4 65 length_ratio 0.222
4 65 sensors 0
4 65 symmetry 0
4 65 total_components 0.1
4 37 branching 0
4 37 connectivity1 0.071
4 37 connectivity2 1
4 37 coverage 1
4 37 effective_joints 1
4 37 length_ratio 0.05
4 37 sensors 0
4 37 symmetry 0
4 37 total_components 0.2
4 223 branching 0
4 223 connectivity1 0.1
4 223 connectivity2 1
4 223 coverage 0.268
4 223 effective_joints 0.538
4 223 length_ratio 0.875
4 223 sensors 0.0666667
4 223 symmetry 0
4 223 total_components 0.15
4 225 branching 0
4 225 connectivity1 0.167
4 225 connectivity2 1
4 225 coverage 1
4 225 effective_joints 1
4 225 length_ratio 0.125
4 225 sensors 0
4 225 symmetry 0
4 225 total_components 0.08
4 219 branching 0
4 219 connectivity1 0.154
4 219 connectivity2 0.882
4 219 coverage 0.292
4 219 effective_joints 0.647
4 219 length_ratio 0.385
4 219 sensors 0.25
4 219 symmetry 0.2
4 219 total_components 0.19
4 127 branching 0
4 127 connectivity1 0.2
4 127 connectivity2 1
4 127 coverage 0.583
4 127 effective_joints 0.8
4 127 length_ratio 0.333
4 127 sensors 0.25
4 127 symmetry 0
4 127 total_components 0.07
4 202 branching 0
4 202 connectivity1 0.2
4 202 connectivity2 1
4 202 coverage 0.583
4 202 effective_joints 0.8
4 202 length_ratio 0.333
4 202 sensors 0.25
4 202 symmetry 0
4 202 total_components 0.07
4 111 branching 0
4 111 connectivity1 0.125
4 111 connectivity2 1
4 111 coverage 1
4 111 effective_joints 1
4 111 length_ratio 0.083
4 111 sensors 0
4 111 symmetry 0
4 111 total_components 0.12
4 140 branching 0
4 140 connectivity1 0.2
4 140 connectivity2 1
4 140 coverage 0.583
4 140 effective_joints 0.6
4 140 length_ratio 0.75
4 140 sensors 0.428571
4 140 symmetry 0
4 140 total_components 0.07
4 235 branching 0
4 235 connectivity1 0.167
4 235 connectivity2 1
4 235 coverage 1
4 235 effective_joints 0.667
4 235 length_ratio 0.125
4 235 sensors 0
4 235 symmetry 0
4 235 total_components 0.08
4 26 branching 0
4 26 connectivity1 0.125
4 26 connectivity2 1
4 26 coverage 0.367
4 26 effective_joints 0.667
4 26 length_ratio 0.833
4 26 sensors 0
4 26 symmetry 0.222
4 26 total_components 0.11
4 173 branching 0
4 173 connectivity1 0.2
4 173 connectivity2 0.833
4 173 coverage 0.333
4 173 effective_joints 0.667
4 173 length_ratio 0.857
4 173 sensors 0.0714286
4 173 symmetry 0
4 173 total_components 0.14
4 62 branching 0
4 62 connectivity1 0.167
4 62 connectivity2 1
4 62 coverage 1
4 62 effective_joints 1
4 62 length_ratio 0.111
4 62 sensors 0.333333
4 62 symmetry 0
4 62 total_components 0.09
4 227 branching 0
4 227 connectivity1 0.071
4 227 connectivity2 1
4 227 coverage 1
4 227 effective_joints 0.611
4 227 length_ratio 0.05
4 227 sensors 0
4 227 symmetry 0
4 227 total_components 0.2
4 242 branching 0
4 242 connectivity1 0.125
4 242 connectivity2 1
4 242 coverage 1
4 242 effective_joints 0.556
4 242 length_ratio 0.091
4 242 sensors 0
4 242 symmetry 0
4 242 total_components 0.11
4 129 branching 0
4 129 connectivity1 0.083
4 129 connectivity2 1
4 129 coverage 0.378
4 129 effective_joints 0.867
4 129 length_ratio 0.2
4 129 sensors 0.2
4 129 symmetry 0
4 129 total_components 0.17
4 71 branching 0
4 71 connectivity1 0.286
4 71 connectivity2 0.75
4 71 coverage 0.333
4 71 effective_joints 0.375
4 71 length_ratio 0.833
4 71 sensors 0.4
4 71 symmetry 0
4 71 total_components 0.1
4 55 branching 0
4 55 connectivity1 0.056
4 55 connectivity2 1
4 55 coverage 1
4 55 effective_joints 0.708
4 55 length_ratio 0.038
4 55 sensors 0
4 55 symmetry 0
4 55 total_components 0.26
4 137 branching 0
4 137 connectivity1 0.5
4 137 connectivity2 0.75
4 137 coverage 0.5
4 137 effective_joints 0.5
4 137 length_ratio 0.75
4 137 sensors 0
4 137 symmetry 0
4 137 total_components 0.06
4 130 branching 0
4 130 connectivity1 0.5
4 130 connectivity2 0.444
4 130 coverage 0.367
4 130 effective_joints 0.222
4 130 length_ratio 0.833
4 130 sensors 0.214286
4 130 symmetry 0
4 130 total_components 0.11
4 237 branching 0
4 237 connectivity1 0.111
4 237 connectivity2 1
4 237 coverage 0.542
4 237 effective_joints 0.909
4 237 length_ratio 0.167
4 237 sensors 0.4
4 237 symmetry 0
4 237 total_components 0.13
4 17 branching 0
4 17 connectivity1 0.25
4 17 connectivity2 1
4 17 coverage 1
4 17 effective_joints 1
4 17 length_ratio 0.167
4 17 sensors 0
4 17 symmetry 0
4 17 total_components 0.06
4 163 branching 0
4 163 connectivity1 0.4
4 163 connectivity2 0.6
4 163 coverage 0.583
4 163 effective_joints 0.4
4 163 length_ratio 0.75
4 163 sensors 0.111111
4 163 symmetry 0
4 163 total_components 0.07
4 205 branching 0
4 205 connectivity1 0.167
4 205 connectivity2 1
4 205 coverage 1
4 205 effective_joints 1
4 205 length_ratio 0.111
4 205 sensors 0.166667
4 205 symmetry 0
4 205 total_components 0.09
4 234 branching 0
4 234 connectivity1 0.1
4 234 connectivity2 1
4 234 coverage 0.389
4 234 effective_joints 0.833
4 234 length_ratio 0.25
4 234 sensors 0
4 234 symmetry 0
4 234 total_components 0.14
4 247 branching 0
4 247 connectivity1 0.083
4 247 connectivity2 1
4 247 coverage 0.327
4 247 effective_joints 0.875
4 247 length_ratio 0.455
4 247 sensors 0.142857
4 247 symmetry 0.375
4 247 total_components 0.18
4 238 branching 0
4 238 connectivity1 0.077
4 238 connectivity2 1
4 238 coverage 1
4 238 effective_joints 0.765
4 238 length_ratio 0.053
4 238 sensors 0
4 238 symmetry 0
4 238 total_components 0.19
4 222 branching 0
4 222 connectivity1 0.167
4 222 connectivity2 1
4 222 coverage 1
4 222 effective_joints 0.857
4 222 length_ratio 0.111
4 222 sensors 0
4 222 symmetry 0
4 222 total_components 0.09
4 178 branching 0
4 178 connectivity1 0.25
4 178 connectivity2 0.889
4 178 coverage 0.55
4 178 effective_joints 0.889
4 178 length_ratio 0.2
4 178 sensors 0
4 178 symmetry 0
4 178 total_components 0.11
4 215 branching 0
4 215 connectivity1 0.167
4 215 connectivity2 1
4 215 coverage 0.563
4 215 effective_joints 0.714
4 215 length_ratio 0.25
4 215 sensors 0
4 215 symmetry 0
4 215 total_components 0.09
4 220 branching 0
4 220 connectivity1 0.2
4 220 connectivity2 1
4 220 coverage 1
4 220 effective_joints 1
4 220 length_ratio 0.143
4 220 sensors 1
4 220 symmetry 0
4 220 total_components 0.07
4 124 branching 0
4 124 connectivity1 0.25
4 124 connectivity2 0.733
4 124 coverage 0.386
4 124 effective_joints 0.6
4 124 length_ratio 0.364
4 124 sensors 0
4 124 symmetry 0
4 124 total_components 0.17
4 210 branching 0
4 210 connectivity1 0.25
4 210 connectivity2 1
4 210 coverage 0.625
4 210 effective_joints 0.333
4 210 length_ratio 0.5
4 210 sensors 0.1
4 210 symmetry 0
4 210 total_components 0.05
4 54 branching 0
4 54 connectivity1 0.25
4 54 connectivity2 1
4 54 coverage 1
4 54 effective_joints 1
4 54 length_ratio 0.167
4 54 sensors 0.333333
4 54 symmetry 0
4 54 total_components 0.06
4 199 branching 0
4 199 connectivity1 0.25
4 199 connectivity2 0.778
4 199 coverage 0.611
4 199 effective_joints 0.556
4 199 length_ratio 0.222
4 199 sensors 0.142857
4 199 symmetry 0
4 199 total_components 0.11
4 207 branching 0
4 207 connectivity1 0.333
4 207 connectivity2 0.667
4 207 coverage 0.667
4 207 effective_joints 0.5
4 207 length_ratio 0.333
4 207 sensors 0.166667
4 207 symmetry 0
4 207 total_components 0.08
4 36 branching 0
4 36 connectivity1 0.125
4 36 connectivity2 1
4 36 coverage 1
4 36 effective_joints 0.9
4 36 length_ratio 0.083
4 36 sensors 0.2
4 36 symmetry 0
4 36 total_components 0.12
4 239 branching 0
4 239 connectivity1 0.25
4 239 connectivity2 1
4 239 coverage 1
4 239 effective_joints 1
4 239 length_ratio 0.167
4 239 sensors 0
4 239 symmetry 0
4 239 total_components 0.06
4 46 branching 0
4 46 connectivity1 0.4
4 46 connectivity2 0.6
4 46 coverage 0.438
4 46 effective_joints 0.6
4 46 length_ratio 1
4 46 sensors 0
4 46 symmetry 0
4 46 total_components 0.07
4 19 branching 0
4 19 connectivity1 0.25
4 19 connectivity2 1
4 19 coverage 1
4 19 effective_joints 1
4 19 length_ratio 0.2
4 19 sensors 0.333333
4 19 symmetry 0
4 19 total_components 0.05
4 117 branching 0
4 117 connectivity1 0.25
4 117 connectivity2 1
4 117 coverage 0.5
4 117 effective_joints 0.5
4 117 length_ratio 0.75
4 117 sensors 0.142857
4 117 symmetry 0
4 117 total_components 0.06
4 231 branching 0
4 231 connectivity1 0.167
4 231 connectivity2 1
4 231 coverage 1
4 231 effective_joints 1
4 231 length_ratio 0.111
4 231 sensors 0
4 231 symmetry 0
4 231 total_components 0.09
4 44 branching 0
4 44 connectivity1 0.333
4 44 connectivity2 1
4 44 coverage 1
4 44 effective_joints 1
4 44 length_ratio 0.25
4 44 sensors 0
4 44 symmetry 0
4 44 total_components 0.04
4 102 branching 0
4 102 connectivity1 0.2
4 102 connectivity2 1
4 102 coverage 1
4 102 effective_joints 1
4 102 length_ratio 0.143
