generation idgenome noveltyfit locofit finalfit balfit novlfit penfit idparent1 idparent2 
4 15 0 0.00236248 0.00236248 0.953851 0 0 N N 
4 5 0 0.00335893 0.00335893 0.996207 0 0 N N 
4 27 0.20025 0.000694005 0.000694005 0.989361 0 0 N N 
4 10 0.30692 0.000669739 0.000669739 0.954175 0 0 N N 
4 198 0.133996 0.00381096 0.00381096 0.963295 0 0 34 13 
4 160 0.0587197 0.0186644 0.0186644 0.776479 0 0 129 140 
4 11 0.361233 6.05169e-07 6.05169e-07 0.9999 0 0 N N 
4 40 0.17978 0.0155787 0.0155787 0.710995 0 0 N N 
4 44 0 0.000810034 0.000810034 0.993454 0 0 N N 
4 86 0.680466 0.000128841 0.000128841 0.998848 0 0 N N 
4 65 0 0.00100913 0.00100913 0.965776 0 0 N N 
4 177 0 7.78125e-05 7.78125e-05 0.998568 0 0 36 35 
4 54 0.0344819 0.00378818 0.00378818 0.970925 0 0 N N 
4 32 0.2 0.000237021 0.000237021 0.974751 0 0 N N 
4 173 0.243314 0.0134484 0.0134484 0.939384 0 0 81 141 
4 165 0.4 0.000178142 0.000178142 0.996684 0 0 148 140 
4 170 0 0.00639746 0.00639746 0.670459 0 0 15 111 
4 61 0 6.27095e-08 6.27095e-08 0.999997 0 0 N N 
4 116 0.0883968 0.0158637 0.0158637 0.933236 0 0 55 37 
4 37 0.033541 0.00972161 0.00972161 0.554759 0 0 N N 
4 110 0.20034 0.000472135 0.000472135 0.980394 0 0 2 88 
4 189 0 0.00434774 0.00434774 0.981319 0 0 69 26 
4 182 0.250311 2.64746e-07 2.64746e-07 0.99981 0 0 135 79 
4 192 0 0.00272931 0.00272931 0.972496 0 0 10 123 
4 18 0 0.00161657 0.00161657 0.983409 0 0 N N 
4 71 0.309243 0.0011164 0.0011164 0.993124 0 0 N N 
4 62 0 0.00530946 0.00530946 0.70572 0 0 N N 
4 169 0 5.75614e-07 5.75614e-07 0.999873 0 0 132 54 
4 111 0 0.0088715 0.0088715 0.69328 0 0 69 81 
4 102 0 0.000900669 0.000900669 0.968393 0 0 75 19 
4 134 0 0.0032857 0.0032857 0.93566 0 0 55 75 
4 159 0.566186 0.000428243 0.000428243 0.989682 0 0 1 30 
4 75 0 0.00127762 0.00127762 0.97202 0 0 N N 
4 161 0 0.00168997 0.00168997 0.994638 0 0 31 106 
4 106 0.0274408 0.00402565 0.00402565 0.99431 0 0 67 79 
4 48 0 0.000581599 0.000581599 0.987466 0 0 N N 
4 179 0.303241 0.00347534 0.00347534 0.932171 0 0 123 129 
4 131 0.216512 0.00190901 0.00190901 0.995545 0 0 0 40 
4 76 0.2 5.03097e-05 5.03097e-05 0.998246 0 0 N N 
4 117 0.207671 0.000939117 0.000939117 0.994637 0 0 53 26 
4 168 0 0.00092406 0.00092406 0.955022 0 0 74 56 
4 90 0.321818 0.00234744 0.00234744 0.938404 0 0 N N 
4 36 0 0.00429083 0.00429083 0.973686 0 0 N N 
4 30 0.213565 0.00215263 0.00215263 0.941214 0 0 N N 
4 195 0 0.000634094 0.000634094 0.970476 0 0 124 6 
4 140 0.192451 0.00162384 0.00162384 0.996816 0 0 72 31 
4 84 0.0344819 9.16225e-05 9.16225e-05 0.994188 0 0 N N 
4 38 0.490635 0.000305058 0.000305058 0.979575 0 0 N N 
4 145 0 0.00128022 0.00128022 0.98539 0 0 80 54 
4 22 0.192451 0.00776134 0.00776134 0.946029 0 0 N N 
4 166 0 0.00512025 0.00512025 0.945896 0 0 129 115 
4 88 0 0.00054629 0.00054629 0.991147 0 0 N N 
4 26 0.155306 0.00157484 0.00157484 0.982559 0 0 N N 
4 127 0 0.00538579 0.00538579 0.742557 0 0 62 95 
4 150 0.507899 0.00451977 0.00451977 0.920499 0 0 90 15 
4 46 0.330067 0.000199874 0.000199874 0.981927 0 0 N N 
4 137 0.214916 3.29032e-05 3.29032e-05 0.994711 0 0 78 18 
4 2 0.20025 0.00183922 0.00183922 0.996505 0 0 N N 
4 72 0 0.000770413 0.000770413 0.980983 0 0 N N 
4 180 0.193093 0.00183505 0.00183505 0.952759 0 0 17 90 
4 1 0 0.00146996 0.00146996 0.935051 0 0 N N 
4 19 0 0.000621019 0.000621019 0.982392 0 0 N N 
4 141 0 0.00852092 0.00852092 0.687812 0 0 65 69 
4 171 0 0.000528983 0.000528983 0.991026 0 0 118 75 
4 175 0 0.000594749 0.000594749 0.970111 0 0 12 9 
4 200 0.239719 0 0 0 0 0 162 71 
4 201 0.193093 4.15481e-05 4.15481e-05 0.997326 0 0 166 19 
4 202 0 0.00669698 0.00669698 0.96344 0 0 17 145 
4 203 0.0203224 0.00709451 0.00709451 0.746374 0 0 36 108 
4 204 0.0848056 0.00999189 0.00999189 0.819317 0 0 58 164 
4 205 0.120661 0.00405581 0.00405581 0.713923 0 0 166 62 
4 206 0.261657 0.00368095 0.00368095 0.992672 0 0 37 130 
4 207 0.165061 0.00157811 0.00157811 0.985249 0 0 173 32 
4 208 0 0.000726712 0.000726712 0.940576 0 0 100 1 
4 209 0.142549 0.00181727 0.00181727 0.97615 0 0 9 130 
4 210 0.1 5.40613e-07 5.40613e-07 0.999914 0 0 65 169 
4 211 0 0.00531818 0.00531818 0.77118 0 0 54 17 
4 212 0.0295296 0.00363584 0.00363584 0.94291 0 0 116 30 
4 213 0.0344819 0.00132193 0.00132193 0.99469 0 0 123 37 
4 214 0.168345 0.000339749 0.000339749 0.995072 0 0 131 199 
4 215 0.178323 0.00184118 0.00184118 0.9391 0 0 176 88 
4 216 0 0.00412539 0.00412539 0.977457 0 0 134 54 
4 217 0.180153 0.000609037 0.000609037 0.987425 0 0 26 102 
4 218 0 0.00498367 0.00498367 0.947218 0 0 62 166 
4 219 0.32498 0.00217214 0.00217214 0.996501 0 0 158 106 
4 220 0 0.0023678 0.0023678 0.972622 0 0 123 54 
4 221 0 0.0019924 0.0019924 0.996217 0 0 5 192 
4 222 0 0.00802928 0.00802928 0.82567 0 0 90 88 
4 223 0.192493 0.00291757 0.00291757 0.948845 0 0 116 112 
4 224 0 0.00371982 0.00371982 0.994762 0 0 75 160 
4 225 0 0.00365417 0.00365417 0.99639 0 0 106 189 
4 226 0.157376 0.00326595 0.00326595 0.942265 0 0 74 2 
4 227 0.0886228 0.00590951 0.00590951 0.837032 0 0 0 114 
4 228 0 0.00438638 0.00438638 0.944762 0 0 166 30 
4 229 0.130208 0.00124578 0.00124578 0.912543 0 0 189 178 
4 230 0 0.00182587 0.00182587 0.964448 0 0 185 131 
4 231 0 0.00756838 0.00756838 0.742621 0 0 141 135 
4 232 0.27671 0.000850922 0.000850922 0.984355 0 0 129 130 
4 233 0.856162 0 0 0 0 0 84 135 
4 234 0.130208 0.00363317 0.00363317 0.918797 0 0 178 175 
4 235 0.0943451 0.00393838 0.00393838 0.985415 0 0 22 189 
4 236 0 0.000397725 0.000397725 0.996438 0 0 123 81 
4 237 0.268576 0.00457871 0.00457871 0.940691 0 0 102 106 
4 238 0.0883968 0.0182135 0.0182135 0.927281 0 0 116 173 
4 239 0 0.00264829 0.00264829 0.977654 0 0 134 27 
4 240 0 0.00276086 0.00276086 0.972996 0 0 123 19 
4 241 0.34312 0.00427826 0.00427826 0.942069 0 0 27 112 
4 242 0.0848056 0.000467164 0.000467164 0.996492 0 0 164 161 
4 243 0.155306 0.000405669 0.000405669 0.935588 0 0 117 162 
4 244 0.0435431 0.00192587 0.00192587 0.982636 0 0 36 146 
4 245 0.175 0.00123938 0.00123938 0.998707 0 0 27 54 
4 246 0.0510098 0.00197067 0.00197067 0.994332 0 0 27 174 
4 247 0.210872 0.00939386 0.00939386 0.996339 0 0 131 22 
4 248 0 0.000465986 0.000465986 0.982696 0 0 110 58 
4 249 0.221899 0.000381408 0.000381408 0.994487 0 0 18 0 
5 0 0.0993881 0.00267345 0.00267345 0.94576 0 0 N N 
5 100 0 0.00176268 0.00176268 0.992688 0 0 54 38 
5 102 0 0.000900669 0.000900669 0.968393 0 0 75 19 
5 106 0.0274408 0.00402565 0.00402565 0.99431 0 0 67 79 
5 10 0.30692 0.000669739 0.000669739 0.954175 0 0 N N 
5 110 0.1 0.000472135 0.000472135 0.980394 0 0 2 88 
5 111 0 0.0088715 0.0088715 0.69328 0 0 69 81 
5 112 0.184227 0.00132223 0.00132223 0.996849 0 0 22 26 
5 114 0.0160312 0.00335967 0.00335967 0.995768 0 0 38 55 
5 116 0.0767398 0.0158637 0.0158637 0.933236 0 0 55 37 
5 117 0.195002 0.000939117 0.000939117 0.994637 0 0 53 26 
5 123 0 0.00239474 0.00239474 0.973245 0 0 90 98 
5 124 3.25561e-08 0.00265288 0.00265288 0.955399 0 0 67 21 
5 127 0 0.00538579 0.00538579 0.742557 0 0 62 95 
5 129 0.131256 0.0245067 0.0245067 0.818165 0 0 62 42 
5 130 0.319133 0.00146846 0.00146846 0.9828 0 0 96 32 
5 135 0 0.00275917 0.00275917 0.987237 0 0 53 19 
5 137 0.214916 3.29032e-05 3.29032e-05 0.994711 0 0 78 18 
5 138 0 0.00037163 0.00037163 0.9708 0 0 39 93 
5 140 0.192451 0.00162384 0.00162384 0.996816 0 0 72 31 
5 141 0 0.00852092 0.00852092 0.687812 0 0 65 69 
5 145 0.0172046 0.00128022 0.00128022 0.98539 0 0 80 54 
5 150 0.507899 0.00451977 0.00451977 0.920499 0 0 90 15 
5 15 0 0.00236248 0.00236248 0.953851 0 0 N N 
5 160 0.0318277 0.0186644 0.0186644 0.776479 0 0 129 140 
5 161 0 0.00168997 0.00168997 0.994638 0 0 31 106 
5 162 0.192493 0.00109542 0.00109542 0.938396 0 0 90 131 
5 163 0.207581 0.00116019 0.00116019 0.985947 0 0 5 146 
5 164 1.43904e-08 0.00561118 0.00561118 0.993423 0 0 17 79 
5 166 0 0.00512025 0.00512025 0.945896 0 0 129 115 
5 168 0 0.00092406 0.00092406 0.955022 0 0 74 56 
5 169 0 5.75614e-07 5.75614e-07 0.999873 0 0 132 54 
5 170 0 0.00639746 0.00639746 0.670459 0 0 15 111 
5 173 0.243314 0.0134484 0.0134484 0.939384 0 0 81 141 
5 178 0.0480416 0.00137404 0.00137404 0.97395 0 0 75 111 
5 179 0.27131 0.00347534 0.00347534 0.932171 0 0 123 129 
5 17 0 0.00251282 0.00251282 0.876334 0 0 N N 
5 180 0.193093 0.00183505 0.00183505 0.952759 0 0 17 90 
5 189 0 0.00434774 0.00434774 0.981319 0 0 69 26 
5 198 0.133996 0.00381096 0.00381096 0.963295 0 0 34 13 
5 199 0.198166 0.00253285 0.00253285 0.941566 0 0 10 74 
5 19 0 0.000621019 0.000621019 0.982392 0 0 N N 
5 1 0 0.00146996 0.00146996 0.935051 0 0 N N 
5 201 0.193093 4.15481e-05 4.15481e-05 0.997326 0 0 166 19 
5 202 0 0.00669698 0.00669698 0.96344 0 0 17 145 
5 203 0.0203224 0.00709451 0.00709451 0.746374 0 0 36 108 
5 204 0.0848057 0.00999189 0.00999189 0.819317 0 0 58 164 
5 205 3.33364e-07 0.00405581 0.00405581 0.713923 0 0 166 62 
5 206 0 0.00368095 0.00368095 0.992672 0 0 37 130 
5 207 0.163404 0.00157811 0.00157811 0.985249 0 0 173 32 
5 209 0.142549 0.00181727 0.00181727 0.97615 0 0 9 130 
5 210 0.1 5.40613e-07 5.40613e-07 0.999914 0 0 65 169 
5 211 0 0.00531818 0.00531818 0.77118 0 0 54 17 
5 212 6.06915e-09 0.00363584 0.00363584 0.94291 0 0 116 30 
5 213 0 0.00132193 0.00132193 0.99469 0 0 123 37 
5 215 0.155168 0.00184118 0.00184118 0.9391 0 0 176 88 
5 216 0 0.00412539 0.00412539 0.977457 0 0 134 54 
5 218 0 0.00498367 0.00498367 0.947218 0 0 62 166 
5 219 0.240929 0.00217214 0.00217214 0.996501 0 0 158 106 
5 220 0 0.0023678 0.0023678 0.972622 0 0 123 54 
5 222 0 0.00802928 0.00802928 0.82567 0 0 90 88 
5 223 0.0897856 0.00291757 0.00291757 0.948845 0 0 116 112 
5 225 0 0.00365417 0.00365417 0.99639 0 0 106 189 
5 227 0.0886228 0.00590951 0.00590951 0.837032 0 0 0 114 
5 22 0.192451 0.00776134 0.00776134 0.946029 0 0 N N 
5 231 0 0.00756838 0.00756838 0.742621 0 0 141 135 
5 232 0.27671 0.000850922 0.000850922 0.984355 0 0 129 130 
5 234 0 0.00363317 0.00363317 0.918797 0 0 178 175 
5 235 0.0943451 0.00393838 0.00393838 0.985415 0 0 22 189 
5 237 0.268576 0.00457871 0.00457871 0.940691 0 0 102 106 
5 238 0.0760986 0.0182135 0.0182135 0.927281 0 0 116 173 
5 239 0 0.00264829 0.00264829 0.977654 0 0 134 27 
5 240 0 0.00276086 0.00276086 0.972996 0 0 123 19 
5 241 0.343121 0.00427826 0.00427826 0.942069 0 0 27 112 
5 242 6.01298e-09 0.000467164 0.000467164 0.996492 0 0 164 161 
5 245 0.175 0.00123938 0.00123938 0.998707 0 0 27 54 
5 247 0.285491 0.00939386 0.00939386 0.996339 0 0 131 22 
5 248 0 0.000465986 0.000465986 0.982696 0 0 110 58 
5 26 0.155306 0.00157484 0.00157484 0.982559 0 0 N N 
5 2 0.228984 0.00183922 0.00183922 0.996505 0 0 N N 
5 36 0.0203224 0.00429083 0.00429083 0.973686 0 0 N N 
5 37 0.033541 0.00972161 0.00972161 0.554759 0 0 N N 
5 40 0.17978 0.0155787 0.0155787 0.710995 0 0 N N 
5 44 0 0.000810034 0.000810034 0.993454 0 0 N N 
5 46 0.330067 0.000199874 0.000199874 0.981927 0 0 N N 
5 48 0.274078 0.000581599 0.000581599 0.987466 0 0 N N 
5 53 0 0.000782119 0.000782119 0.992912 0 0 N N 
5 54 0.0344819 0.00378818 0.00378818 0.970925 0 0 N N 
5 55 0.0160312 0.00292614 0.00292614 0.995938 0 0 N N 
5 58 0.201124 0.00106533 0.00106533 0.980937 0 0 N N 
5 62 0 0.00530946 0.00530946 0.70572 0 0 N N 
5 65 0 0.00100913 0.00100913 0.965776 0 0 N N 
5 69 0 0.012282 0.012282 0.745934 0 0 N N 
5 71 0.309243 0.0011164 0.0011164 0.993124 0 0 N N 
5 74 0.261657 0.000831985 0.000831985 0.948817 0 0 N N 
5 75 0 0.00127762 0.00127762 0.97202 0 0 N N 
5 81 0 0.00081512 0.00081512 0.984244 0 0 N N 
5 88 0 0.00054629 0.00054629 0.991147 0 0 N N 
5 90 0.304299 0.00234744 0.00234744 0.938404 0 0 N N 
5 9 0 0.000617632 0.000617632 0.970245 0 0 N N 
5 250 0.1 0.000650015 0.000650015 0.970854 0 0 10 9 
5 251 1.43904e-08 0.0042048 0.0042048 0.99338 0 0 164 203 
5 252 0.240929 0.00710419 0.00710419 0.603215 0 0 162 179 
5 253 0.11753 0.017404 0.017404 0.929121 0 0 211 37 
5 254 0.230061 0.00345868 0.00345868 0.915522 0 0 71 22 
5 255 0.117009 0.0120377 0.0120377 0.553484 0 0 198 166 
5 256 0.218442 0 0 0 0 0 206 40 
5 257 0.0282312 0.00451809 0.00451809 0.995128 0 0 169 219 
5 258 3.25561e-08 0.00233986 0.00233986 0.95605 0 0 124 53 
5 259 0.196713 0.0180794 0.0180794 0.882185 0 0 223 179 
5 260 0.186757 6.7971e-05 6.7971e-05 0.993636 0 0 205 15 
5 261 0.257459 0.009533 0.009533 0.9372 0 0 100 166 
5 262 0.184227 0 0 0 0 0 0 166 
5 263 0.159731 0.00017875 0.00017875 0.996347 0 0 145 88 
5 264 0.802551 0 0 0 0 0 204 123 
5 265 0 0.00326703 0.00326703 0.882626 0 0 17 198 
5 266 0.052811 0.00245977 0.00245977 0.996544 0 0 227 44 
5 267 0 0.000304328 0.000304328 0.756155 0 0 102 17 
5 268 0.104523 0.000990296 0.000990296 0.996516 0 0 140 204 
5 269 3.33364e-07 0.00891135 0.00891135 0.59938 0 0 210 138 
5 270 0.159731 0 0 0 0 0 207 135 
5 271 4.52367e-09 0.00709768 0.00709768 0.738082 0 0 162 231 
5 272 0 0.00509993 0.00509993 0.995275 0 0 170 62 
5 273 0.191755 0.00314796 0.00314796 0.956961 0 0 54 127 
5 274 0.155637 0 0 0 0 0 238 36 
5 275 3.33364e-07 0.00643449 0.00643449 0.712537 0 0 205 26 
5 276 0.0993881 3.45769e-05 3.45769e-05 0.999524 0 0 19 203 
5 277 0.0897856 0.00364363 0.00364363 0.969295 0 0 130 223 
5 278 0.061563 0.00201394 0.00201394 0.99044 0 0 54 201 
5 279 0.11753 0.000406753 0.000406753 0.99515 0 0 213 112 
5 280 4.29153e-09 0.00387954 0.00387954 0.996366 0 0 81 225 
5 281 0.207581 0 0 0 0 0 48 207 
5 282 0 0.000764946 0.000764946 0.992856 0 0 15 53 
5 283 0.304299 0.000364473 0.000364473 0.909448 0 0 90 240 
5 284 2.45756e-08 0.00116318 0.00116318 0.981624 0 0 58 110 
5 285 0.161886 0.00188831 0.00188831 0.962584 0 0 48 216 
5 286 0.042 0.0272443 0.0272443 0.712927 0 0 90 166 
5 287 6.01298e-09 0.00170976 0.00170976 0.996489 0 0 242 231 
5 288 0 0.00571588 0.00571588 0.728084 0 0 54 19 
5 289 0 0.00659588 0.00659588 0.617261 0 0 222 106 
5 290 0.340808 0 0 0 0 0 112 238 
5 291 0.103586 0.00968006 0.00968006 0.920892 0 0 206 220 
5 292 0.183805 0.000563565 0.000563565 0.9647 0 0 90 22 
5 293 0 0.0093279 0.0093279 0.775011 0 0 65 211 
5 294 0.0926121 0.00425846 0.00425846 0.953729 0 0 129 40 
5 295 0.348055 0 0 0 0 0 168 141 
5 296 0.205402 0.0025427 0.0025427 0.969402 0 0 127 220 
5 297 0 0.00310915 0.00310915 0.99458 0 0 137 170 
5 298 0.146799 0.00147028 0.00147028 0.943455 0 0 46 129 
5 299 0.450521 0 0 0 0 0 10 130 
6 296 0.205402 0.0025427 0.0025427 0.969402 0 0 127 220 
6 204 2.24608e-08 0.00999189 0.00999189 0.819317 0 0 58 164 
6 255 0.117009 0.0120377 0.0120377 0.553484 0 0 198 166 
6 179 0.27131 0.00347534 0.00347534 0.932171 0 0 123 129 
6 129 0.131256 0.0245067 0.0245067 0.818165 0 0 62 42 
6 62 0 0.00530946 0.00530946 0.70572 0 0 N N 
6 259 0.162355 0.0180794 0.0180794 0.882185 0 0 223 179 
6 245 0.075 0.00123938 0.00123938 0.998707 0 0 27 54 
6 273 0.20942 0.00314796 0.00314796 0.956961 0 0 54 127 
6 140 0.192451 0.00162384 0.00162384 0.996816 0 0 72 31 
6 215 0.14756 0.00184118 0.00184118 0.9391 0 0 176 88 
6 17 0 0.00251282 0.00251282 0.876334 0 0 N N 
6 258 3.25561e-08 0.00233986 0.00233986 0.95605 0 0 124 53 
6 257 0.0282312 0.00451809 0.00451809 0.995128 0 0 169 219 
6 0 0.125 0.00267345 0.00267345 0.94576 0 0 N N 
6 22 0.192451 0.00776134 0.00776134 0.946029 0 0 N N 
6 280 0 0.00387954 0.00387954 0.996366 0 0 81 225 
6 1 0 0.00146996 0.00146996 0.935051 0 0 N N 
6 202 0 0.00669698 0.00669698 0.96344 0 0 17 145 
6 232 0.27671 0.000850922 0.000850922 0.984355 0 0 129 130 
6 69 0 0.012282 0.012282 0.745934 0 0 N N 
6 265 0 0.00326703 0.00326703 0.882626 0 0 17 198 
6 123 0 0.00239474 0.00239474 0.973245 0 0 90 98 
6 124 3.25561e-08 0.00265288 0.00265288 0.955399 0 0 67 21 
6 291 0 0.00968006 0.00968006 0.920892 0 0 206 220 
6 211 0 0.00531818 0.00531818 0.77118 0 0 54 17 
6 297 0 0.00310915 0.00310915 0.99458 0 0 137 170 
6 272 0 0.00509993 0.00509993 0.995275 0 0 170 62 
6 55 0.042 0.00292614 0.00292614 0.995938 0 0 N N 
6 298 0.0896158 0.00147028 0.00147028 0.943455 0 0 46 129 
6 166 0 0.00512025 0.00512025 0.945896 0 0 129 115 
6 26 0.155306 0.00157484 0.00157484 0.982559 0 0 N N 
6 163 0.249956 0.00116019 0.00116019 0.985947 0 0 5 146 
6 2 0.294608 0.00183922 0.00183922 0.996505 0 0 N N 
6 266 0.052811 0.00245977 0.00245977 0.996544 0 0 227 44 
6 15 0 0.00236248 0.00236248 0.953851 0 0 N N 
6 48 0.274078 0.000581599 0.000581599 0.987466 0 0 N N 
6 160 3.33348e-07 0.0186644 0.0186644 0.776479 0 0 129 140 
6 253 0.131256 0.017404 0.017404 0.929121 0 0 211 37 
6 189 4.29153e-09 0.00434774 0.00434774 0.981319 0 0 69 26 
6 275 0.104523 0.00643449 0.00643449 0.712537 0 0 205 26 
6 173 0.262895 0.0134484 0.0134484 0.939384 0 0 81 141 
6 19 0 0.000621019 0.000621019 0.982392 0 0 N N 
6 164 0.174628 0.00561118 0.00561118 0.993423 0 0 17 79 
6 141 0 0.00852092 0.00852092 0.687812 0 0 65 69 
6 241 0.280003 0.00427826 0.00427826 0.942069 0 0 27 112 
6 117 0.144211 0.000939117 0.000939117 0.994637 0 0 53 26 
6 216 0 0.00412539 0.00412539 0.977457 0 0 134 54 
6 234 0 0.00363317 0.00363317 0.918797 0 0 178 175 
6 65 0 0.00100913 0.00100913 0.965776 0 0 N N 
6 269 0 0.00891135 0.00891135 0.59938 0 0 210 138 
6 222 0 0.00802928 0.00802928 0.82567 0 0 90 88 
6 254 0.26656 0.00345868 0.00345868 0.915522 0 0 71 22 
6 168 0 0.00092406 0.00092406 0.955022 0 0 74 56 
6 220 0 0.0023678 0.0023678 0.972622 0 0 123 54 
6 127 0 0.00538579 0.00538579 0.742557 0 0 62 95 
6 285 0.171485 0.00188831 0.00188831 0.962584 0 0 48 216 
6 248 0 0.000465986 0.000465986 0.982696 0 0 110 58 
6 237 0.268576 0.00457871 0.00457871 0.940691 0 0 102 106 
6 111 0 0.0088715 0.0088715 0.69328 0 0 69 81 
6 292 0 0.000563565 0.000563565 0.9647 0 0 90 22 
6 260 0.283882 6.7971e-05 6.7971e-05 0.993636 0 0 205 15 
6 227 0.0886228 0.00590951 0.00590951 0.837032 0 0 0 114 
6 242 6.01298e-09 0.000467164 0.000467164 0.996492 0 0 164 161 
6 203 0.0203224 0.00709451 0.00709451 0.746374 0 0 36 108 
6 284 2.45756e-08 0.00116318 0.00116318 0.981624 0 0 58 110 
6 235 0.0943451 0.00393838 0.00393838 0.985415 0 0 22 189 
6 219 0.240929 0.00217214 0.00217214 0.996501 0 0 158 106 
6 58 0.131826 0.00106533 0.00106533 0.980937 0 0 N N 
6 161 0 0.00168997 0.00168997 0.994638 0 0 31 106 
6 36 0.0203224 0.00429083 0.00429083 0.973686 0 0 N N 
6 277 0.178759 0.00364363 0.00364363 0.969295 0 0 130 223 
6 37 0.0602495 0.00972161 0.00972161 0.554759 0 0 N N 
6 239 0 0.00264829 0.00264829 0.977654 0 0 134 27 
6 180 0.248369 0.00183505 0.00183505 0.952759 0 0 17 90 
6 252 0.240929 0.00710419 0.00710419 0.603215 0 0 162 179 
6 206 0 0.00368095 0.00368095 0.992672 0 0 37 130 
6 135 0 0.00275917 0.00275917 0.987237 0 0 53 19 
6 289 0 0.00659588 0.00659588 0.617261 0 0 222 106 
6 10 0.30692 0.000669739 0.000669739 0.954175 0 0 N N 
6 293 0 0.0093279 0.0093279 0.775011 0 0 65 211 
6 71 0.309243 0.0011164 0.0011164 0.993124 0 0 N N 
6 294 0 0.00425846 0.00425846 0.953729 0 0 129 40 
6 74 0.05 0.000831985 0.000831985 0.948817 0 0 N N 
6 288 0 0.00571588 0.00571588 0.728084 0 0 54 19 
6 256 0.210297 0 0 0 0 0 206 40 
6 54 3.33361e-07 0.00378818 0.00378818 0.970925 0 0 N N 
6 247 0.188345 0.00939386 0.00939386 0.996339 0 0 131 22 
6 145 3.33361e-07 0.00128022 0.00128022 0.98539 0 0 80 54 
6 81 2.45756e-08 0.00081512 0.00081512 0.984244 0 0 N N 
6 238 0.0760986 0.0182135 0.0182135 0.927281 0 0 116 173 
6 212 6.06915e-09 0.00363584 0.00363584 0.94291 0 0 116 30 
6 271 0 0.00709768 0.00709768 0.738082 0 0 162 231 
6 286 0.042 0.0272443 0.0272443 0.712927 0 0 90 166 
6 116 0.0767398 0.0158637 0.0158637 0.933236 0 0 55 37 
6 268 0 0.000990296 0.000990296 0.996516 0 0 140 204 
6 218 0 0.00498367 0.00498367 0.947218 0 0 62 166 
6 231 0 0.00756838 0.00756838 0.742621 0 0 141 135 
6 46 0.368606 0.000199874 0.000199874 0.981927 0 0 N N 
6 199 0.22643 0.00253285 0.00253285 0.941566 0 0 10 74 
6 300 0.15107 0.0154301 0.0154301 0.935933 0 0 206 116 
6 301 3.33348e-07 0.00181252 0.00181252 0.53917 0 0 62 160 
6 302 0.188345 0.00900152 0.00900152 0.959234 0 0 247 37 
6 303 0.0128062 0.00680332 0.00680332 0.81593 0 0 293 36 
6 304 0.147394 0.0012829 0.0012829 0.98476 0 0 265 36 
6 305 0.197576 0.00649582 0.00649582 0.949361 0 0 222 129 
6 306 7.31075e-09 0.00828035 0.00828035 0.915285 0 0 211 111 
6 307 0.0510098 0.00722014 0.00722014 0.617947 0 0 289 204 
6 308 0.310132 0.00181042 0.00181042 0.963023 0 0 269 286 
6 309 0 0.000124703 0.000124703 0.995101 0 0 37 216 
6 310 0.0927146 0.00620022 0.00620022 0.649194 0 0 212 269 
6 311 0 0.000358343 0.000358343 0.994463 0 0 286 297 
6 312 0.222911 0.000644567 0.000644567 0.97767 0 0 62 173 
6 313 0.965575 0 0 0 0 0 293 284 
6 314 0.305856 0.002313 0.002313 0.99564 0 0 252 55 
6 315 0 0.00640848 0.00640848 0.733664 0 0 173 280 
6 316 3.33361e-07 0.00644679 0.00644679 0.864114 0 0 62 135 
6 317 3.33361e-07 0.00288411 0.00288411 0.972713 0 0 140 54 
6 318 0.34441 0.00345588 0.00345588 0.959841 0 0 173 253 
6 319 0 0.00487111 0.00487111 0.935432 0 0 216 211 
6 320 0.513432 2.70488e-05 2.70488e-05 0.989656 0 0 202 220 
6 321 0.577365 7.07902e-05 7.07902e-05 0.997975 0 0 247 127 
6 322 0.144211 0.000585038 0.000585038 0.966747 0 0 211 291 
6 323 0.121107 0.00939319 0.00939319 0.968256 0 0 173 166 
6 324 0.075 0.000543708 0.000543708 0.986383 0 0 173 17 
6 325 0.142857 0.000788579 0.000788579 0.949785 0 0 269 215 
6 326 0.05 0.00118275 0.00118275 0.959067 0 0 166 123 
6 327 0.171485 0.00379508 0.00379508 0.988221 0 0 273 231 
6 328 0.174628 0.00798128 0.00798128 0.969467 0 0 204 216 
6 329 0 0.00401429 0.00401429 0.986922 0 0 129 189 
6 330 0.785704 4.28848e-05 4.28848e-05 0.997973 0 0 265 259 
6 331 0 0.00525057 0.00525057 0.94074 0 0 203 218 
6 332 0.22643 0.0157573 0.0157573 0.940076 0 0 238 127 
6 333 0.197576 0.0100482 0.0100482 0.942581 0 0 22 55 
6 334 0.175074 0.0175063 0.0175063 0.875081 0 0 291 179 
6 335 0.310132 0.000767873 0.000767873 0.982918 0 0 173 26 
6 336 0.0896158 0.00114875 0.00114875 0.969139 0 0 168 277 
6 337 2.24608e-08 0.00117696 0.00117696 0.996082 0 0 166 164 
6 338 0 0.0095932 0.0095932 0.917767 0 0 291 298 
6 339 0 0.00528574 0.00528574 0.975262 0 0 19 227 
6 340 0.211258 0.00407341 0.00407341 0.993929 0 0 247 111 
6 341 0.577437 0 0 0 0 0 0 127 
6 342 0.20179 0.00299325 0.00299325 0.919885 0 0 286 129 
6 343 0 9.81632e-05 9.81632e-05 0.980948 0 0 54 258 
6 344 0.162355 0.0146468 0.0146468 0.933936 0 0 255 259 
6 345 0 0.00473086 0.00473086 0.713494 0 0 2 173 
6 346 0.249956 0.000807348 0.000807348 0.965365 0 0 277 124 
