generation idgenome noveltyfit locofit finalfit balfit novlfit penfit idparent1 idparent2 
2 32 0.05 0.000237021 0.000237021 0.974751 0 0 N N 
2 33 0.329473 2.75463e-05 2.75463e-05 0.998184 0 0 N N 
2 34 0.156748 0.00115986 0.00115986 0.97339 0 0 N N 
2 35 0 6.46278e-05 6.46278e-05 0.998615 0 0 N N 
2 36 0 0.00429083 0.00429083 0.973686 0 0 N N 
2 37 0.033541 0.00972161 0.00972161 0.554759 0 0 N N 
2 38 0.402322 0.000305058 0.000305058 0.979575 0 0 N N 
2 39 0 0.000349501 0.000349501 0.970225 0 0 N N 
2 40 0.202114 0.0155787 0.0155787 0.710995 0 0 N N 
2 41 0.214558 0 0 0 0 0 N N 
2 42 0.298057 0 0 0 0 0 N N 
2 43 0.05 0 0 0 0 0 N N 
2 44 0 0.000810034 0.000810034 0.993454 0 0 N N 
2 45 0.347933 0 0 0 0 0 N N 
2 46 0.330067 0.000199874 0.000199874 0.981927 0 0 N N 
2 47 0.281563 0 0 0 0 0 N N 
2 48 0 0.000581599 0.000581599 0.987466 0 0 N N 
2 49 0 0 0 0 0 0 N N 
2 50 0.20221 0 0 0 0 0 N N 
2 51 0 0 0 0 0 0 N N 
2 52 0.37409 5.31529e-07 5.31529e-07 0.999876 0 0 N N 
2 53 0 0.000782119 0.000782119 0.992912 0 0 N N 
2 54 0.0344819 0.00378818 0.00378818 0.970925 0 0 N N 
2 55 0.0160312 0.00292614 0.00292614 0.995938 0 0 N N 
2 56 0.140748 0.000316486 0.000316486 0.966536 0 0 N N 
2 57 0.186757 0.000282473 0.000282473 0.976595 0 0 N N 
2 58 0 0.00106533 0.00106533 0.980937 0 0 N N 
2 59 0.257747 1.34477e-05 1.34477e-05 0.999935 0 0 N N 
2 60 0 6.29522e-06 6.29522e-06 0.998456 0 0 N N 
2 61 0 6.27095e-08 6.27095e-08 0.999997 0 0 N N 
2 62 0 0.00530946 0.00530946 0.70572 0 0 N N 
2 63 0 8.75215e-05 8.75215e-05 0.994083 0 0 N N 
2 64 0 0.00931874 0.00931874 0.988694 0 0 N N 
2 65 0 0.00100913 0.00100913 0.965776 0 0 N N 
2 66 0.0756241 0.00747053 0.00747053 0.886679 0 0 N N 
2 67 0.240554 0 0 0 0 0 N N 
2 68 0.455924 0 0 0 0 0 N N 
2 69 0 0.012282 0.012282 0.745934 0 0 N N 
2 70 0.237206 0 0 0 0 0 N N 
2 71 0.309243 0.0011164 0.0011164 0.993124 0 0 N N 
2 72 0 0.000770413 0.000770413 0.980983 0 0 N N 
2 73 0.05 1.52101e-06 1.52101e-06 0.999758 0 0 N N 
2 74 0.299278 0.000831985 0.000831985 0.948817 0 0 N N 
2 75 0 0.00127762 0.00127762 0.97202 0 0 N N 
2 76 0.2 5.03097e-05 5.03097e-05 0.998246 0 0 N N 
2 77 0.342528 0 0 0 0 0 N N 
2 78 0 3.07611e-07 3.07611e-07 0.99983 0 0 N N 
2 79 0.20034 0.00442063 0.00442063 0.993695 0 0 N N 
2 80 0.233723 0.00303979 0.00303979 0.84329 0 0 N N 
2 81 0 0.00081512 0.00081512 0.984244 0 0 N N 
2 82 0 0.000136676 0.000136676 0.99558 0 0 N N 
2 83 0.2 3.65097e-07 3.65097e-07 0.999962 0 0 N N 
2 84 0.193046 9.16225e-05 9.16225e-05 0.994188 0 0 N N 
2 85 0 3.66365e-05 3.66365e-05 0.994358 0 0 N N 
2 86 0.360251 0.000128841 0.000128841 0.998848 0 0 N N 
2 87 0 0 0 0 0 0 N N 
2 88 0 0.00054629 0.00054629 0.991147 0 0 N N 
2 89 0.408588 0 0 0 0 0 N N 
2 90 0.30135 0.00234744 0.00234744 0.938404 0 0 N N 
2 91 0.257747 0.000177052 0.000177052 0.993853 0 0 N N 
2 92 0.343229 0.000163321 0.000163321 0.948861 0 0 N N 
2 93 0.292862 0.00175094 0.00175094 0.892893 0 0 N N 
2 94 0.132718 0.00016785 0.00016785 0.988264 0 0 N N 
2 95 0.25 0 0 0 0 0 N N 
2 96 0.181328 0.000396437 0.000396437 0.983379 0 0 N N 
2 97 0.208874 0.00282306 0.00282306 0.986513 0 0 N N 
2 98 0 0.00270633 0.00270633 0.972829 0 0 N N 
2 99 0 0 0 0 0 0 N N 
2 100 0 0.00176268 0.00176268 0.992688 0 0 54 38 
2 101 0.342528 0 0 0 0 0 89 98 
2 102 0 0.000900669 0.000900669 0.968393 0 0 75 19 
2 103 0.0756241 0.00557959 0.00557959 0.887248 0 0 66 21 
2 104 0.166667 2.83073e-05 2.83073e-05 0.998309 0 0 7 90 
2 105 0.272812 8.02276e-06 8.02276e-06 0.999977 0 0 13 83 
2 106 0.033541 0.00402565 0.00402565 0.99431 0 0 67 79 
2 107 0.364067 0 0 0 0 0 29 82 
2 108 0 0.00451848 0.00451848 0.64491 0 0 36 53 
2 109 0.166667 1.52952e-06 1.52952e-06 0.999754 0 0 80 32 
2 110 0.2 0.000472135 0.000472135 0.980394 0 0 2 88 
2 111 0 0.0088715 0.0088715 0.69328 0 0 69 81 
2 112 0.32603 0.00132223 0.00132223 0.996849 0 0 22 26 
2 113 0 0.000453707 0.000453707 0.971619 0 0 57 39 
2 114 0.0160312 0.00335967 0.00335967 0.995768 0 0 38 55 
2 115 0.304785 0.0022443 0.0022443 0.916581 0 0 62 30 
2 116 0.118478 0.0158637 0.0158637 0.933236 0 0 55 37 
2 117 0.187055 0.000939117 0.000939117 0.994637 0 0 53 26 
2 118 0.357351 4.08655e-05 4.08655e-05 0.993192 0 0 15 31 
2 119 0 0 0 0 0 0 99 40 
2 120 0.200454 0 0 0 0 0 90 21 
2 121 0.360251 0.000295375 0.000295375 0.991242 0 0 56 35 
2 122 0.402322 0.000144244 0.000144244 0.995103 0 0 11 17 
2 123 0 0.00239474 0.00239474 0.973245 0 0 90 98 
2 124 0.218382 0.00265288 0.00265288 0.955399 0 0 67 21 
2 125 0.115265 0.00383576 0.00383576 0.992883 0 0 37 26 
2 126 0.120661 0.00456677 0.00456677 0.711994 0 0 52 62 
2 127 0.125 0.00538579 0.00538579 0.742557 0 0 62 95 
2 128 0.268466 0.00103835 0.00103835 0.949934 0 0 0 2 
2 129 0.19436 0.0245067 0.0245067 0.818165 0 0 62 42 
2 130 0.319133 0.00146846 0.00146846 0.9828 0 0 96 32 
2 131 0.192699 0.00190901 0.00190901 0.995545 0 0 0 40 
2 132 0 0.00733917 0.00733917 0.944592 0 0 7 53 
2 133 0.115265 0.0139534 0.0139534 0.672746 0 0 26 62 
2 134 0.0480417 0.0032857 0.0032857 0.93566 0 0 55 75 
2 135 0 0.00275917 0.00275917 0.987237 0 0 53 19 
2 136 0 0.000629959 0.000629959 0.992716 0 0 96 12 
2 137 0.294274 3.29032e-05 3.29032e-05 0.994711 0 0 78 18 
2 138 0 0.00037163 0.00037163 0.9708 0 0 39 93 
2 139 0.214558 0 0 0 0 0 21 93 
2 140 0.192451 0.00162384 0.00162384 0.996816 0 0 72 31 
2 141 0 0.00852092 0.00852092 0.687812 0 0 65 69 
2 142 0 1.23069e-08 1.23069e-08 0.999999 0 0 25 64 
2 143 0 0.00015082 0.00015082 0.982289 0 0 7 52 
2 144 0.136773 0 0 0 0 0 71 18 
2 145 0.0172046 0.00128022 0.00128022 0.98539 0 0 80 54 
2 146 0 0.000576818 0.000576818 0.987506 0 0 51 48 
2 147 0.156748 0.00141172 0.00141172 0.976719 0 0 84 2 
2 148 0 0.000321855 0.000321855 0.987454 0 0 14 59 
2 149 0 0.000202808 0.000202808 0.997576 0 0 64 13 
3 44 0 0.000810034 0.000810034 0.993454 0 0 N N 
3 98 0 0.00270633 0.00270633 0.972829 0 0 N N 
3 36 0 0.00429083 0.00429083 0.973686 0 0 N N 
3 127 0.05 0.00538579 0.00538579 0.742557 0 0 62 95 
3 112 0.32603 0.00132223 0.00132223 0.996849 0 0 22 26 
3 17 0.0344819 0.00251282 0.00251282 0.876334 0 0 N N 
3 90 0.321818 0.00234744 0.00234744 0.938404 0 0 N N 
3 5 0.326227 0.00335893 0.00335893 0.996207 0 0 N N 
3 62 0 0.00530946 0.00530946 0.70572 0 0 N N 
3 32 0.05 0.000237021 0.000237021 0.974751 0 0 N N 
3 10 0.30692 0.000669739 0.000669739 0.954175 0 0 N N 
3 141 0 0.00852092 0.00852092 0.687812 0 0 65 69 
3 30 0.213565 0.00215263 0.00215263 0.941214 0 0 N N 
3 84 0 9.16225e-05 9.16225e-05 0.994188 0 0 N N 
3 2 0.187091 0.00183922 0.00183922 0.996505 0 0 N N 
3 19 0 0.000621019 0.000621019 0.982392 0 0 N N 
3 105 0.254495 8.02276e-06 8.02276e-06 0.999977 0 0 13 83 
3 34 0.158066 0.00115986 0.00115986 0.97339 0 0 N N 
3 45 0.574264 0 0 0 0 0 N N 
3 61 0 6.27095e-08 6.27095e-08 0.999997 0 0 N N 
3 76 0.2 5.03097e-05 5.03097e-05 0.998246 0 0 N N 
3 140 0.192451 0.00162384 0.00162384 0.996816 0 0 72 31 
3 72 0 0.000770413 0.000770413 0.980983 0 0 N N 
3 27 0.186757 0.000694005 0.000694005 0.989361 0 0 N N 
3 145 0.0172046 0.00128022 0.00128022 0.98539 0 0 80 54 
3 49 0.166667 0 0 0 0 0 N N 
3 18 0 0.00161657 0.00161657 0.983409 0 0 N N 
3 110 0.20034 0.000472135 0.000472135 0.980394 0 0 2 88 
3 114 0.0160312 0.00335967 0.00335967 0.995768 0 0 38 55 
3 146 0 0.000576818 0.000576818 0.987506 0 0 51 48 
3 143 0 0.00015082 0.00015082 0.982289 0 0 7 52 
3 53 0 0.000782119 0.000782119 0.992912 0 0 N N 
3 121 0.360251 0.000295375 0.000295375 0.991242 0 0 56 35 
3 117 0.207671 0.000939117 0.000939117 0.994637 0 0 53 26 
3 123 0 0.00239474 0.00239474 0.973245 0 0 90 98 
3 79 0 0.00442063 0.00442063 0.993695 0 0 N N 
3 37 0.033541 0.00972161 0.00972161 0.554759 0 0 N N 
3 1 0.450045 0.00146996 0.00146996 0.935051 0 0 N N 
3 106 0.0274408 0.00402565 0.00402565 0.99431 0 0 67 79 
3 149 0 0.000202808 0.000202808 0.997576 0 0 64 13 
3 35 0 6.46278e-05 6.46278e-05 0.998615 0 0 N N 
3 59 0.257747 1.34477e-05 1.34477e-05 0.999935 0 0 N N 
3 13 0 0.000317971 0.000317971 0.997644 0 0 N N 
3 75 0 0.00127762 0.00127762 0.97202 0 0 N N 
3 56 0.140748 0.000316486 0.000316486 0.966536 0 0 N N 
3 73 0.05 1.52101e-06 1.52101e-06 0.999758 0 0 N N 
3 100 0 0.00176268 0.00176268 0.992688 0 0 54 38 
3 65 0 0.00100913 0.00100913 0.965776 0 0 N N 
3 55 0.0160312 0.00292614 0.00292614 0.995938 0 0 N N 
3 104 0.166667 2.83073e-05 2.83073e-05 0.998309 0 0 7 90 
3 74 0.299278 0.000831985 0.000831985 0.948817 0 0 N N 
3 51 0.748081 0 0 0 0 0 N N 
3 115 0 0.0022443 0.0022443 0.916581 0 0 62 30 
3 15 0 0.00236248 0.00236248 0.953851 0 0 N N 
3 86 0.360251 0.000128841 0.000128841 0.998848 0 0 N N 
3 102 0 0.000900669 0.000900669 0.968393 0 0 75 19 
3 12 0.186757 0.000122641 0.000122641 0.996256 0 0 N N 
3 58 0 0.00106533 0.00106533 0.980937 0 0 N N 
3 124 0.216598 0.00265288 0.00265288 0.955399 0 0 67 21 
3 138 0 0.00037163 0.00037163 0.9708 0 0 39 93 
3 46 0.330067 0.000199874 0.000199874 0.981927 0 0 N N 
3 135 0 0.00275917 0.00275917 0.987237 0 0 53 19 
3 4 0.419083 0 0 0 0 0 N N 
3 9 0 0.000617632 0.000617632 0.970245 0 0 N N 
3 134 0 0.0032857 0.0032857 0.93566 0 0 55 75 
3 48 0 0.000581599 0.000581599 0.987466 0 0 N N 
3 116 0.118478 0.0158637 0.0158637 0.933236 0 0 55 37 
3 54 0.0344819 0.00378818 0.00378818 0.970925 0 0 N N 
3 89 0.408588 0 0 0 0 0 N N 
3 11 0.05 6.05169e-07 6.05169e-07 0.9999 0 0 N N 
3 88 0 0.00054629 0.00054629 0.991147 0 0 N N 
3 42 0.39851 0 0 0 0 0 N N 
3 6 0.243448 0 0 0 0 0 N N 
3 69 0 0.012282 0.012282 0.745934 0 0 N N 
3 148 0.166667 0.000321855 0.000321855 0.987454 0 0 14 59 
3 22 0.192451 0.00776134 0.00776134 0.946029 0 0 N N 
3 130 0.319133 0.00146846 0.00146846 0.9828 0 0 96 32 
3 128 0 0.00103835 0.00103835 0.949934 0 0 0 2 
3 111 0 0.0088715 0.0088715 0.69328 0 0 69 81 
3 91 0.257747 0.000177052 0.000177052 0.993853 0 0 N N 
3 43 0.05 0 0 0 0 0 N N 
3 57 0.186757 0.000282473 0.000282473 0.976595 0 0 N N 
3 38 0.426988 0.000305058 0.000305058 0.979575 0 0 N N 
3 71 0.309243 0.0011164 0.0011164 0.993124 0 0 N N 
3 108 0 0.00451848 0.00451848 0.64491 0 0 36 53 
3 93 0.210822 0.00175094 0.00175094 0.892893 0 0 N N 
3 129 0.200791 0.0245067 0.0245067 0.818165 0 0 62 42 
3 31 0 0.000441513 0.000441513 0.995325 0 0 N N 
3 81 0 0.00081512 0.00081512 0.984244 0 0 N N 
3 118 0.357351 4.08655e-05 4.08655e-05 0.993192 0 0 15 31 
3 68 0.455924 0 0 0 0 0 N N 
3 101 0.458258 0 0 0 0 0 89 98 
3 0 0.075 0.00267345 0.00267345 0.94576 0 0 N N 
3 40 0.202114 0.0155787 0.0155787 0.710995 0 0 N N 
3 132 0 0.00733917 0.00733917 0.944592 0 0 7 53 
3 131 0.216512 0.00190901 0.00190901 0.995545 0 0 0 40 
3 113 0 0.000453707 0.000453707 0.971619 0 0 57 39 
3 142 0.805559 1.23069e-08 1.23069e-08 0.999999 0 0 25 64 
3 26 0.216512 0.00157484 0.00157484 0.982559 0 0 N N 
3 137 0.248666 3.29032e-05 3.29032e-05 0.994711 0 0 78 18 
3 150 0.61303 0.00451977 0.00451977 0.920499 0 0 90 15 
3 151 0.187091 0.000106326 0.000106326 0.99001 0 0 34 12 
3 152 0.473354 0 0 0 0 0 38 89 
3 153 0.236129 0 0 0 0 0 135 112 
3 154 0.371174 0.000906042 0.000906042 0.997418 0 0 55 13 
3 155 0.192255 0.000943913 0.000943913 0.994757 0 0 131 44 
3 156 0.216598 0.0010032 0.0010032 0.977112 0 0 53 71 
3 157 0.219351 0 0 0 0 0 106 5 
3 158 0.319665 0.00147468 0.00147468 0.997268 0 0 55 146 
3 159 0.566186 0.000428243 0.000428243 0.989682 0 0 1 30 
3 160 0.0587197 0.0186644 0.0186644 0.776479 0 0 129 140 
3 161 0.0274408 0.00168997 0.00168997 0.994638 0 0 31 106 
3 162 0.247356 0.00109542 0.00109542 0.938396 0 0 90 131 
3 163 0.248666 0.00116019 0.00116019 0.985947 0 0 5 146 
3 164 0 0.00561118 0.00561118 0.993423 0 0 17 79 
3 165 0.4 0.000178142 0.000178142 0.996684 0 0 148 140 
3 166 0.244125 0.00512025 0.00512025 0.945896 0 0 129 115 
3 167 0.166667 1.95433e-06 1.95433e-06 0.999372 0 0 118 5 
3 168 0.450718 0.00092406 0.00092406 0.955022 0 0 74 56 
3 169 0.213082 5.75614e-07 5.75614e-07 0.999873 0 0 132 54 
3 170 0.0172046 0.00639746 0.00639746 0.670459 0 0 15 111 
3 171 0 0.000528983 0.000528983 0.991026 0 0 118 75 
3 172 0.218247 0 0 0 0 0 15 22 
3 173 0.210822 0.0134484 0.0134484 0.939384 0 0 81 141 
3 174 0.132718 7.63758e-06 7.63758e-06 0.998684 0 0 108 61 
3 175 0 0.000594749 0.000594749 0.970111 0 0 12 9 
3 176 0.450718 0.000668884 0.000668884 0.957857 0 0 2 0 
3 177 0 7.78125e-05 7.78125e-05 0.998568 0 0 36 35 
3 178 0 0.00137404 0.00137404 0.97395 0 0 75 111 
3 179 0.303241 0.00347534 0.00347534 0.932171 0 0 123 129 
3 180 0.239343 0.00183505 0.00183505 0.952759 0 0 17 90 
3 181 0.361233 0 0 0 0 0 112 10 
3 182 0.166667 2.64746e-07 2.64746e-07 0.99981 0 0 135 79 
3 183 0.05 0.000627252 0.000627252 0.955486 0 0 36 134 
3 184 0.16778 0.00423101 0.00423101 0.9422 0 0 79 90 
3 185 0 0.00041588 0.00041588 0.969453 0 0 9 100 
3 186 0.236735 2.15509e-06 2.15509e-06 0.999892 0 0 130 135 
3 187 0.458746 0 0 0 0 0 98 1 
3 188 0 9.41082e-05 9.41082e-05 0.994149 0 0 128 84 
3 189 0.0172046 0.00434774 0.00434774 0.981319 0 0 69 26 
3 190 0.300541 0 0 0 0 0 22 59 
3 191 0.235697 0.000878358 0.000878358 0.971713 0 0 32 135 
3 192 0 0.00272931 0.00272931 0.972496 0 0 10 123 
3 193 0.235651 0 0 0 0 0 108 93 
3 194 0.232741 0.000600374 0.000600374 0.989048 0 0 141 110 
3 195 0.312441 0.000634094 0.000634094 0.970476 0 0 124 6 
3 196 0.381794 0 0 0 0 0 10 17 
3 197 0.235651 0 0 0 0 0 93 54 
3 198 0.192255 0.00381096 0.00381096 0.963295 0 0 34 13 
3 199 0.281441 0.00253285 0.00253285 0.941566 0 0 10 74 
4 17 0 0.00251282 0.00251282 0.876334 0 0 N N 
4 129 0.212052 0.0245067 0.0245067 0.818165 0 0 62 42 
4 58 0 0.00106533 0.00106533 0.980937 0 0 N N 
4 185 0 0.00041588 0.00041588 0.969453 0 0 9 100 
4 69 0 0.012282 0.012282 0.745934 0 0 N N 
4 162 0.192493 0.00109542 0.00109542 0.938396 0 0 90 131 
4 146 0 0.000576818 0.000576818 0.987506 0 0 51 48 
4 98 0 0.00270633 0.00270633 0.972829 0 0 N N 
4 176 0.450718 0.000668884 0.000668884 0.957857 0 0 2 0 
4 135 0 0.00275917 0.00275917 0.987237 0 0 53 19 
4 130 0.319133 0.00146846 0.00146846 0.9828 0 0 96 32 
4 112 0.283088 0.00132223 0.00132223 0.996849 0 0 22 26 
4 81 0 0.00081512 0.00081512 0.984244 0 0 N N 
4 45 0.625081 0 0 0 0 0 N N 
4 154 0.371174 0.000906042 0.000906042 0.997418 0 0 55 13 
4 158 0.319665 0.00147468 0.00147468 0.997268 0 0 55 146 
4 124 0.248369 0.00265288 0.00265288 0.955399 0 0 67 21 
4 181 0.361233 0 0 0 0 0 112 10 
4 174 0.132718 7.63758e-06 7.63758e-06 0.998684 0 0 108 61 
4 9 0 0.000617632 0.000617632 0.970245 0 0 N N 
4 178 0 0.00137404 0.00137404 0.97395 0 0 75 111 
4 199 0.198166 0.00253285 0.00253285 0.941566 0 0 10 74 
4 123 0 0.00239474 0.00239474 0.973245 0 0 90 98 
4 114 0.0160312 0.00335967 0.00335967 0.995768 0 0 38 55 
4 190 0 0 0 0 0 0 22 59 
4 191 0.235697 0.000878358 0.000878358 0.971713 0 0 32 135 
4 74 0.261657 0.000831985 0.000831985 0.948817 0 0 N N 
4 163 0.248666 0.00116019 0.00116019 0.985947 0 0 5 146 
4 138 0 0.00037163 0.00037163 0.9708 0 0 39 93 
4 0 0.125 0.00267345 0.00267345 0.94576 0 0 N N 
4 108 0 0.00451848 0.00451848 0.64491 0 0 36 53 
4 53 0 0.000782119 0.000782119 0.992912 0 0 N N 
4 164 0.20034 0.00561118 0.00561118 0.993423 0 0 17 79 
4 100 0 0.00176268 0.00176268 0.992688 0 0 54 38 
4 55 0.0160312 0.00292614 0.00292614 0.995938 0 0 N N 
